"Include","Color","Pos","Name","Cp","Concentration","Standard","Status","Well","Cq","ExpRep","WellR","WellC","SampleID","Strain","Pro_mCh","Promoter","mCherry","BioRep","Ter_mod","Terminator","Construct","remove","Type","TechRep","TargetID","norm.by","Value.norm","Value.normexp"
TRUE,255,"K12","Sample 252",14.13,NA,0,NA,"K12",14.13,"1","K","12","pPGK1-mCherry-tRPS3_modB_BioRep3","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","RPS3-ORF",14.005,0.125,0.917004043204671
TRUE,255,"L12","Sample 276",13.88,NA,0,NA,"L12",13.88,"1","L","12","pPGK1-mCherry-tRPS3_modB_BioRep3","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","PGK1-ORF",14.005,-0.125,1.09050773266526
TRUE,255,"A10","Sample 10",13,NA,0,NA,"A10",13,"2","A","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","mCh-7",14.15,-1.15,2.21913894413569
TRUE,255,"B10","Sample 34",14.41,NA,0,NA,"B10",14.41,"2","B","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","URA3-ORF",14.15,0.26,0.835087919428369
TRUE,255,"C10","Sample 58",14.67,NA,0,NA,"C10",14.67,"2","C","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","RPS3-ORF",14.15,0.52,0.697371833175203
TRUE,255,"D10","Sample 82",14.34,NA,0,NA,"D10",14.34,"2","D","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","PGK1-ORF",14.15,0.19,0.876605721316035
TRUE,255,"E10","Sample 106",12.84,NA,0,NA,"E10",12.84,"2","E","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","mCh-7",14.15,-1.31,2.47941539987797
TRUE,255,"F10","Sample 130",13.43,NA,0,NA,"F10",13.43,"2","F","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","URA3-ORF",14.15,-0.720000000000001,1.64718203453515
TRUE,255,"G10","Sample 154",14.45,NA,0,NA,"G10",14.45,"2","G","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","RPS3-ORF",14.15,0.299999999999999,0.812252396356236
TRUE,255,"H10","Sample 178",13.69,NA,0,NA,"H10",13.69,"2","H","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","PGK1-ORF",14.15,-0.460000000000001,1.37554181813974
TRUE,255,"I10","Sample 202",12.74,NA,0,NA,"I10",12.74,"2","I","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","mCh-7",14.15,-1.41,2.65737162819302
TRUE,255,"J10","Sample 226",13.78,NA,0,NA,"J10",13.78,"2","J","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","URA3-ORF",14.15,-0.370000000000001,1.29235283063749
TRUE,255,"K10","Sample 250",13.96,NA,0,NA,"K10",13.96,"2","K","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","RPS3-ORF",14.15,-0.19,1.14076371586842
TRUE,255,"L10","Sample 274",13.78,NA,0,NA,"L10",13.78,"2","L","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","PGK1-ORF",14.15,-0.370000000000001,1.29235283063749
TRUE,255,"A11","Sample 11",12.63,NA,0,NA,"A11",12.63,"2","A","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","mCh-7",13.985,-1.355,2.55797116255486
TRUE,255,"B11","Sample 35",14.32,NA,0,NA,"B11",14.32,"2","B","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","URA3-ORF",13.985,0.335000000000001,0.792784136610284
TRUE,255,"C11","Sample 59",14.43,NA,0,NA,"C11",14.43,"2","C","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","RPS3-ORF",13.985,0.445,0.734584316639154
TRUE,255,"D11","Sample 83",13.71,NA,0,NA,"D11",13.71,"2","D","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","PGK1-ORF",13.985,-0.274999999999999,1.20999408921929
TRUE,255,"E11","Sample 107",12.72,NA,0,NA,"E11",12.72,"2","E","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","mCh-7",13.985,-1.265,2.4032720990537
TRUE,255,"F11","Sample 131",13.77,NA,0,NA,"F11",13.77,"2","F","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","URA3-ORF",13.985,-0.215,1.16070391438372
TRUE,255,"G11","Sample 155",14.32,NA,0,NA,"G11",14.32,"2","G","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","RPS3-ORF",13.985,0.335000000000001,0.792784136610284
TRUE,255,"H11","Sample 179",13.54,NA,0,NA,"H11",13.54,"2","H","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","PGK1-ORF",13.985,-0.445,1.36131411649947
TRUE,255,"I11","Sample 203",12.31,NA,0,NA,"I11",12.31,"2","I","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","mCh-7",13.985,-1.675,3.1931935454266
TRUE,255,"J11","Sample 227",13.83,NA,0,NA,"J11",13.83,"2","J","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","URA3-ORF",13.985,-0.154999999999999,1.11342161822869
TRUE,255,"K11","Sample 251",14.26,NA,0,NA,"K11",14.26,"2","K","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","RPS3-ORF",13.985,0.275,0.826450318154212
TRUE,255,"L11","Sample 275",13.58,NA,0,NA,"L11",13.58,"2","L","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","PGK1-ORF",13.985,-0.404999999999999,1.3240889103954
TRUE,255,"A12","Sample 12",12.76,NA,0,NA,"A12",12.76,"2","A","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","mCh-7",13.755,-0.994999999999999,1.99308052565573
TRUE,255,"B12","Sample 36",13.93,NA,0,NA,"B12",13.93,"2","B","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","URA3-ORF",13.755,0.175000000000001,0.88576751910236
TRUE,255,"C12","Sample 60",14.37,NA,0,NA,"C12",14.37,"2","C","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","RPS3-ORF",13.755,0.615,0.652929893544459
TRUE,255,"D12","Sample 84",13.67,NA,0,NA,"D12",13.67,"2","D","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","PGK1-ORF",13.755,-0.0849999999999991,1.06068774136822
TRUE,255,"E12","Sample 108",12.73,NA,0,NA,"E12",12.73,"2","E","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","mCh-7",13.755,-1.025,2.03495938420537
TRUE,255,"F12","Sample 132",13.57,NA,0,NA,"F12",13.57,"2","F","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","URA3-ORF",13.755,-0.184999999999999,1.13681697323601
TRUE,255,"G12","Sample 156",13.84,NA,0,NA,"G12",13.84,"2","G","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","RPS3-ORF",13.755,0.0850000000000009,0.942784535918239
TRUE,255,"H12","Sample 180",13.36,NA,0,NA,"H12",13.36,"2","H","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","PGK1-ORF",13.755,-0.395,1.31494276020507
TRUE,255,"I12","Sample 204",12.48,NA,0,NA,"I12",12.48,"2","I","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","mCh-7",13.755,-1.275,2.41998817843858
TRUE,255,"J12","Sample 228",13.25,NA,0,NA,"J12",13.25,"2","J","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","URA3-ORF",13.755,-0.504999999999999,1.41912335620038
TRUE,255,"K12","Sample 252",13.97,NA,0,NA,"K12",13.97,"2","K","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","RPS3-ORF",13.755,0.215000000000002,0.861546159712016
TRUE,255,"L12","Sample 276",13.64,NA,0,NA,"L12",13.64,"2","L","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","PGK1-ORF",13.755,-0.114999999999998,1.08297504552592
TRUE,255,"A13","Sample 13",12.34,NA,0,NA,"A13",12.34,"1","A","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","mCh-7",14.225,-1.885,3.69352924291758
TRUE,255,"B13","Sample 37",14.25,NA,0,NA,"B13",14.25,"1","B","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","URA3-ORF",14.225,0.0249999999999986,0.982820598545252
TRUE,255,"C13","Sample 61",14.53,NA,0,NA,"C13",14.53,"1","C","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","RPS3-ORF",14.225,0.304999999999998,0.80944221654741
TRUE,255,"D13","Sample 85",13.9,NA,0,NA,"D13",13.9,"1","D","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","PGK1-ORF",14.225,-0.325000000000001,1.25266443862413
TRUE,255,"E13","Sample 109",11.93,NA,0,NA,"E13",11.93,"1","E","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","mCh-7",14.225,-2.295,4.90753990901522
TRUE,255,"F13","Sample 133",13.95,NA,0,NA,"F13",13.95,"1","F","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","URA3-ORF",14.225,-0.275000000000002,1.20999408921929
TRUE,255,"G13","Sample 157",14.22,NA,0,NA,"G13",14.22,"1","G","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","RPS3-ORF",14.225,-0.00500000000000078,1.0034717485095
TRUE,255,"H13","Sample 181",13.87,NA,0,NA,"H13",13.87,"1","H","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","PGK1-ORF",14.225,-0.355000000000002,1.27898558127743
TRUE,255,"I13","Sample 205",11.55,NA,0,NA,"I13",11.55,"1","I","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","mCh-7",14.225,-2.675,6.3863870908532
TRUE,255,"J13","Sample 229",13.75,NA,0,NA,"J13",13.75,"1","J","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","URA3-ORF",14.225,-0.475000000000001,1.38991821984234
TRUE,255,"K13","Sample 253",14.23,NA,0,NA,"K13",14.23,"1","K","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","RPS3-ORF",14.225,0.00499999999999901,0.996540262827869
TRUE,255,"L13","Sample 277",14.36,NA,0,NA,"L13",14.36,"1","L","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","PGK1-ORF",14.225,0.134999999999998,0.91066983359198
TRUE,255,"A14","Sample 14",11.8,NA,0,NA,"A14",11.8,"1","A","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep2","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","mCh-7",13.935,-2.135,4.3923712551482
TRUE,255,"B14","Sample 38",13.9,NA,0,NA,"B14",13.9,"1","B","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep2","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","URA3-ORF",13.935,-0.0350000000000001,1.0245568230328
TRUE,255,"C14","Sample 62",14.35,NA,0,NA,"C14",14.35,"1","C","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep2","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","RPS3-ORF",13.935,0.414999999999999,0.75001949464291
TRUE,255,"D14","Sample 86",14.37,NA,0,NA,"D14",14.37,"1","D","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep2","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","PGK1-ORF",13.935,0.434999999999999,0.739693754624419
TRUE,255,"E14","Sample 110",11.79,NA,0,NA,"E14",11.79,"1","E","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep2","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","mCh-7",13.935,-2.145,4.42292261328108
TRUE,255,"F14","Sample 134",13.58,NA,0,NA,"F14",13.58,"1","F","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep2","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","URA3-ORF",13.935,-0.355,1.27898558127743
TRUE,255,"G14","Sample 158",13.81,NA,0,NA,"G14",13.81,"1","G","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep2","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","RPS3-ORF",13.935,-0.125,1.09050773266526
TRUE,255,"H14","Sample 182",13.43,NA,0,NA,"H14",13.43,"1","H","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep2","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","PGK1-ORF",13.935,-0.505000000000001,1.41912335620038
TRUE,255,"I14","Sample 206",11.51,NA,0,NA,"I14",11.51,"1","I","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep2","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","mCh-7",13.935,-2.425,5.37029001112106
TRUE,255,"J14","Sample 230",12.91,NA,0,NA,"J14",12.91,"1","J","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep2","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","URA3-ORF",13.935,-1.025,2.03495938420537
TRUE,255,"K14","Sample 254",13.88,NA,0,NA,"K14",13.88,"1","K","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep2","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","RPS3-ORF",13.935,-0.0549999999999997,1.03885910329766
TRUE,255,"L14","Sample 278",13.99,NA,0,NA,"L14",13.99,"1","L","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep2","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","PGK1-ORF",13.935,0.0549999999999997,0.962594443101752
TRUE,255,"A15","Sample 15",12.54,NA,0,NA,"A15",12.54,"1","A","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","mCh-7",13.895,-1.355,2.55797116255486
TRUE,255,"B15","Sample 39",14.36,NA,0,NA,"B15",14.36,"1","B","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","URA3-ORF",13.895,0.465,0.72447107727744
TRUE,255,"C15","Sample 63",14.38,NA,0,NA,"C15",14.38,"1","C","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","RPS3-ORF",13.895,0.485000000000001,0.714497069870546
TRUE,255,"D15","Sample 87",13.89,NA,0,NA,"D15",13.89,"1","D","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","PGK1-ORF",13.895,-0.00499999999999901,1.0034717485095
TRUE,255,"E15","Sample 111",11.96,NA,0,NA,"E15",11.96,"1","E","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","mCh-7",13.895,-1.935,3.82378127037497
TRUE,255,"F15","Sample 135",13.72,NA,0,NA,"F15",13.72,"1","F","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","URA3-ORF",13.895,-0.174999999999999,1.12896440480613
TRUE,255,"G15","Sample 159",13.68,NA,0,NA,"G15",13.68,"1","G","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","RPS3-ORF",13.895,-0.215,1.16070391438372
TRUE,255,"H15","Sample 183",13.67,NA,0,NA,"H15",13.67,"1","H","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","PGK1-ORF",13.895,-0.225,1.16877724856125
TRUE,255,"I15","Sample 207",11.77,NA,0,NA,"I15",11.77,"1","I","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","mCh-7",13.895,-2.125,4.36203093066103
TRUE,255,"J15","Sample 231",13.7,NA,0,NA,"J15",13.7,"1","J","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","URA3-ORF",13.895,-0.195,1.14472416059868
TRUE,255,"K15","Sample 255",13.9,NA,0,NA,"K15",13.9,"1","K","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","RPS3-ORF",13.895,0.00500000000000078,0.996540262827867
TRUE,255,"L15","Sample 279",13.98,NA,0,NA,"L15",13.98,"1","L","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","PGK1-ORF",13.895,0.0850000000000009,0.942784535918239
TRUE,255,"A13","Sample 13",11.56,NA,0,NA,"A13",11.56,"2","A","13","pPGK1-mCherry-tRPS3_modC_BioRep4","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","mCh-7",13.655,-2.095,4.27226163219141
TRUE,255,"B13","Sample 37",14.48,NA,0,NA,"B13",14.48,"2","B","13","pPGK1-mCherry-tRPS3_modC_BioRep4","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","URA3-ORF",13.655,0.824999999999999,0.564482202403066
TRUE,255,"C13","Sample 61",14.44,NA,0,NA,"C13",14.44,"2","C","13","pPGK1-mCherry-tRPS3_modC_BioRep4","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","RPS3-ORF",13.655,0.784999999999998,0.580351957191861
TRUE,255,"D13","Sample 85",13.52,NA,0,NA,"D13",13.52,"2","D","13","pPGK1-mCherry-tRPS3_modC_BioRep4","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","PGK1-ORF",13.655,-0.135000000000002,1.09809281378705
TRUE,255,"E13","Sample 109",11.24,NA,0,NA,"E13",11.24,"2","E","13","pPGK1-mCherry-tRPS3_modC_BioRep4","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","mCh-7",13.655,-2.415,5.3331947083648
