"Include","Color","Pos","Name","Cp","Concentration","Standard","Status","Well","Cq","ExpRep","WellR","WellC","SampleID","Strain","Pro_mCh","Promoter","mCherry","BioRep","Ter_mod","Terminator","Construct","remove","Type","TechRep","TargetID","norm.by","Value.norm","Value.normexp"
TRUE,255,"D6","Sample 78",13.57,NA,0,NA,"D6",13.57,"2","D","6","pPGK1-mCherry-tRPS3_mod0_BioRep6","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_mod0","tRPS3","mod0",FALSE,"+RT","1","PGK1-ORF",13.595,-0.0249999999999986,1.01747969210269
TRUE,255,"E6","Sample 102",11.87,NA,0,NA,"E6",11.87,"2","E","6","pPGK1-mCherry-tRPS3_mod0_BioRep6","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_mod0","tRPS3","mod0",FALSE,"+RT","2","mCh-7",13.595,-1.725,3.30580127261685
TRUE,255,"F6","Sample 126",14.35,NA,0,NA,"F6",14.35,"2","F","6","pPGK1-mCherry-tRPS3_mod0_BioRep6","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_mod0","tRPS3","mod0",FALSE,"+RT","2","URA3-ORF",13.595,0.755000000000001,0.592546385470791
TRUE,255,"G6","Sample 150",13.39,NA,0,NA,"G6",13.39,"2","G","6","pPGK1-mCherry-tRPS3_mod0_BioRep6","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_mod0","tRPS3","mod0",FALSE,"+RT","2","RPS3-ORF",13.595,-0.204999999999998,1.15268634679886
TRUE,255,"H6","Sample 174",13.62,NA,0,NA,"H6",13.62,"2","H","6","pPGK1-mCherry-tRPS3_mod0_BioRep6","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_mod0","tRPS3","mod0",FALSE,"+RT","2","PGK1-ORF",13.595,0.0250000000000004,0.982820598545251
TRUE,255,"I6","Sample 198",11.54,NA,0,NA,"I6",11.54,"2","I","6","pPGK1-mCherry-tRPS3_mod0_BioRep6","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_mod0","tRPS3","mod0",FALSE,"+RT","3","mCh-7",13.595,-2.055,4.15543641319066
TRUE,255,"J6","Sample 222",14,NA,0,NA,"J6",14,"2","J","6","pPGK1-mCherry-tRPS3_mod0_BioRep6","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_mod0","tRPS3","mod0",FALSE,"+RT","3","URA3-ORF",13.595,0.405000000000001,0.755236292781412
TRUE,255,"K6","Sample 246",13.75,NA,0,NA,"K6",13.75,"2","K","6","pPGK1-mCherry-tRPS3_mod0_BioRep6","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_mod0","tRPS3","mod0",FALSE,"+RT","3","RPS3-ORF",13.595,0.155000000000001,0.898132372883934
TRUE,255,"L6","Sample 270",13.57,NA,0,NA,"L6",13.57,"2","L","6","pPGK1-mCherry-tRPS3_mod0_BioRep6","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_mod0","tRPS3","mod0",FALSE,"+RT","3","PGK1-ORF",13.595,-0.0249999999999986,1.01747969210269
TRUE,255,"A7","Sample 7",10.66,NA,0,NA,"A7",10.66,"1","A","7","pPGK1-mCherry-tRPS3_modA_BioRep1","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modA","tRPS3","modA",FALSE,"+RT","1","mCh-7",13.285,-2.625,6.16884330163176
