"strain","pro_mCh","promoter","mCherry","target_id","UTR3","terminator","construct","bio_rep","exp_rep","deltacq","rel_abund_deltacq","na.rm","remove"
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","bio_rep3","1",-0.485555555555557,1.40012492437755,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","bio_rep4","2",-0.444444444444445,1.36079000017438,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","bio_rep5","2",-0.271111111111111,1.20673685461401,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","bio_rep6","2",-0.196666666666665,1.14604736197,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","bio_rep1","1",-0.120000000000001,1.08673486252606,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","bio_rep2","1",-0.0366666666666671,1.02574112143402,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","bio_rep3","1",-0.235555555555557,1.17736002981646,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","bio_rep4","2",0.105555555555556,0.92944696061351,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","bio_rep5","2",-0.101111111111111,1.07259922131763,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","bio_rep6","2",-0.106666666666666,1.07673756824752,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","bio_rep1","1",0.33,0.795536483754919,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","bio_rep2","1",0.773333333333332,0.585064126603058,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","bio_rep3","1",0.744444444444444,0.596897681679135,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","bio_rep4","2",0.195555555555556,0.873236563684212,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","bio_rep5","2",0.0888888888888886,0.940246614086162,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","bio_rep6","2",-0.0166666666666657,1.01161944030192,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","bio_rep1","1",0.865555555555556,0.548835019836268,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","bio_rep2","1",0.341111111111111,0.789433085101762,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","bio_rep3","1",1.28,0.411795508633786,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","bio_rep4","2",0.746666666666666,0.595978971761793,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","bio_rep5","2",0.00555555555555287,0.996156587220577,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","bio_rep6","2",0.357777777777777,0.780365672753533,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","bio_rep1","1",-0.574444444444444,1.48910392592942,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","bio_rep2","1",-0.798888888888889,1.73976071023178,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","bio_rep3","1",-0.51,1.42405019559707,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","bio_rep4","2",-0.313333333333333,1.24257534448593,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","bio_rep5","2",-0.0644444444444474,1.04568218910646,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","bio_rep6","2",-0.182222222222222,1.13463024164381,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","bio_rep1","1",-0.274444444444443,1.20952823225965,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","bio_rep2","1",-0.76888888888889,1.70395695254525,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","bio_rep3","1",-0.27,1.20580782769076,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","bio_rep4","2",-0.193333333333333,1.14340248696691,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","bio_rep5","2",0.0755555555555532,0.948976616988091,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","bio_rep6","2",0.0877777777777773,0.940971036667376,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","bio_rep1","1",0.625555555555556,0.648170130762164,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","bio_rep2","1",1.24111111111111,0.423046715530112,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","bio_rep3","1",0.66,0.63287829698514,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","bio_rep4","2",0.206666666666667,0.866537045842464,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","bio_rep5","2",0.00555555555555287,0.996156587220577,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","bio_rep6","2",0.337777777777777,0.791259171591168,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","bio_rep1","1",-1.36666666666667,2.57874061687916,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","bio_rep3","1",-2.75222222222222,6.73754135067509,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","bio_rep4","2",-2.23777777777778,4.71669978705228,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","bio_rep5","2",-2.05333333333333,4.15063863663899,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","bio_rep6","2",-2.41777777777778,5.34347318052966,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","bio_rep1","1",-0.706666666666667,1.63202896997689,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","bio_rep3","1",-0.472222222222223,1.38724463372121,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","bio_rep4","2",0.302222222222223,0.811002225087655,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","bio_rep5","2",0.0666666666666664,0.954841603910417,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","bio_rep6","2",-0.307777777777776,1.23779961452754,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","bio_rep1","1",-0.246666666666666,1.18646263490849,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","bio_rep3","1",0.167777777777777,0.890212844586483,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","bio_rep4","2",0.902222222222223,0.53506192582879,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","bio_rep5","2",0.0966666666666658,0.935191247850319,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","bio_rep6","2",0.0322222222222237,0.977912831285318,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","bio_rep1","1",-0.406666666666666,1.32561944178653,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","bio_rep3","1",0.277777777777777,0.824860594335303,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","bio_rep4","2",0.152222222222223,0.899863310736357,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","bio_rep5","2",0.626666666666665,0.647671125945974,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","bio_rep6","2",0.422222222222222,0.746274232154955,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","bio_rep1","1",-2.53444444444444,5.79353720306524,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","bio_rep2","1",-1.96666666666667,3.90863987373698,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","bio_rep3","1",-1.97888888888889,3.9418937457847,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","bio_rep4","2",-2.69555555555556,6.47803182407518,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","bio_rep5","2",-2.13555555555556,4.39406300294206,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","bio_rep6","2",-2.02333333333333,4.06521972867276,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep1","1",-0.424444444444443,1.34205560211949,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep2","1",0.0333333333333332,0.977159968434246,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep3","1",-0.24888888888889,1.18829158364811,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep4","2",-0.225555555555557,1.16922741003825,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep5","2",-0.225555555555555,1.16922741003825,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep6","2",-0.293333333333333,1.22546844252913,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep1","1",0.305555555555555,0.809130575115962,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep2","1",-0.196666666666667,1.14604736197,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep3","1",0.0411111111111104,0.971906132432677,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep4","2",0.134444444444444,0.911020583469989,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep5","2",-0.0155555555555544,1.01084062784373,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep6","2",-0.113333333333333,1.0817246660801,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep1","1",0.155555555555557,0.897786585065369,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep2","1",0.0833333333333339,0.943874312681693,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep3","1",-0.0788888888888906,1.05620427721746,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep4","2",0.0644444444444439,0.956313505592468,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep5","2",0.094444444444445,0.936632858233772,FALSE,FALSE
"pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep6","2",0.486666666666666,0.713672127085433,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","bio_rep1","1",-2.37777777777778,5.19735562540703,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","bio_rep2","1",-2.33555555555555,5.04745294323288,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","bio_rep3","1",-2.03666666666667,4.10296448573607,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","bio_rep4","2",-2.64,6.233316637284,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","bio_rep5","2",-2.16555555555555,4.48639160712521,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","bio_rep6","2",-2.25777777777778,4.78254246240528,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","bio_rep1","1",-0.0377777777777784,1.02653141412927,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","bio_rep2","1",-0.0755555555555549,1.05376674419424,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","bio_rep3","1",-0.136666666666665,1.0993621133852,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","bio_rep4","2",0.0499999999999989,0.965936328924846,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","bio_rep5","2",-0.135555555555555,1.09851575073552,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","bio_rep6","2",-0.417777777777777,1.33586829513241,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modA","tRPS3","modA","bio_rep1","1",0.352222222222222,0.783376512051051,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modA","tRPS3","modA","bio_rep2","1",0.144444444444446,0.904727704632714,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modA","tRPS3","modA","bio_rep3","1",-0.00666666666666593,1.00463167440205,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modA","tRPS3","modA","bio_rep4","2",0.309999999999999,0.806641759222127,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modA","tRPS3","modA","bio_rep5","2",0.134444444444446,0.911020583469987,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modA","tRPS3","modA","bio_rep6","2",0.262222222222222,0.833802601061454,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modA","tRPS3","modA","bio_rep1","1",-0.587777777777779,1.5029299598655,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modA","tRPS3","modA","bio_rep2","1",-0.195555555555556,1.14516505788646,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modA","tRPS3","modA","bio_rep3","1",0.00333333333333385,0.997692176527023,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modA","tRPS3","modA","bio_rep4","2",-0.380000000000001,1.30134185544193,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modA","tRPS3","modA","bio_rep5","2",0.094444444444445,0.936632858233772,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modA","tRPS3","modA","bio_rep6","2",-0.0377777777777784,1.02653141412927,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modB","tRPS3","modB","bio_rep1","1",-1.57222222222222,2.97362396893654,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modB","tRPS3","modB","bio_rep2","1",-1.54222222222222,2.91242767256745,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modB","tRPS3","modB","bio_rep3","1",-1.07222222222222,2.10266967313389,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modB","tRPS3","modB","bio_rep4","2",-1.21666666666667,2.32409117391568,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modB","tRPS3","modB","bio_rep5","2",-1.34333333333333,2.53736898764986,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modB","tRPS3","modB","bio_rep6","2",-1.00333333333333,2.00462632368434,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modB","tRPS3","modB","bio_rep1","1",0.157777777777778,0.896404764588138,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modB","tRPS3","modB","bio_rep2","1",-0.242222222222223,1.18281317812856,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modB","tRPS3","modB","bio_rep3","1",-0.162222222222223,1.11900945181633,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modB","tRPS3","modB","bio_rep4","2",-0.276666666666667,1.21139273694007,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modB","tRPS3","modB","bio_rep5","2",-0.393333333333333,1.3134245558784,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modB","tRPS3","modB","bio_rep6","2",-0.0933333333333319,1.06683224294536,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modB","tRPS3","modB","bio_rep1","1",0.147777777777778,0.902639752799312,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modB","tRPS3","modB","bio_rep2","1",0.157777777777778,0.896404764588138,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modB","tRPS3","modB","bio_rep3","1",0.367777777777777,0.774975293308208,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modB","tRPS3","modB","bio_rep4","2",0.393333333333333,0.761368436066137,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modB","tRPS3","modB","bio_rep5","2",0.346666666666668,0.786398967893981,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modB","tRPS3","modB","bio_rep6","2",0.236666666666668,0.848703971309122,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modB","tRPS3","modB","bio_rep1","1",-0.262222222222222,1.19932463478403,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modB","tRPS3","modB","bio_rep2","1",-0.152222222222221,1.11127988892191,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modB","tRPS3","modB","bio_rep3","1",-0.192222222222222,1.14252221908543,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modB","tRPS3","modB","bio_rep4","2",-0.276666666666667,1.21139273694007,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modB","tRPS3","modB","bio_rep5","2",-0.143333333333333,1.10445400074435,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modB","tRPS3","modB","bio_rep6","2",-0.163333333333332,1.11987160404676,FALSE,FALSE
