exp_rep,target_id,sample_id,strain,bio_rep,pro_mCh,promoter,mCherry,delta_cq,UTR3,terminator,construct,ref_delta_cq,deltadelta_cq,rel_abund_delta_deltacq,remove
1,mCh-7,pPGK1-mCherry-tPIR1_modG_bio_rep3,pPGK1-mCherry-tPIR1_modG,bio_rep3,pPGK1-mCherry,pPGK1,mCherry,-0.33999999999999986,tPIR1_modG,tPIR1,modG,0.5611111111111112,-0.9011111111111111,1.8675037126181004,FALSE
1,mCh-7,pPGK1-mCherry-tPIR1_WT_bio_rep1,pPGK1-mCherry-tPIR1_WT,bio_rep1,pPGK1-mCherry,pPGK1,mCherry,0.5199999999999996,tPIR1_WT,tPIR1,WT,0.5611111111111112,-0.04111111111111165,1.0289059474262248,FALSE
1,mCh-7,pPGK1-mCherry-tPIR1_WT_bio_rep2,pPGK1-mCherry-tPIR1_WT,bio_rep2,pPGK1-mCherry,pPGK1,mCherry,0.47166666666666757,tPIR1_WT,tPIR1,WT,0.5611111111111112,-0.08944444444444366,1.0639603918092984,FALSE
1,mCh-7,pPGK1-mCherry-tPIR1_WT_bio_rep3,pPGK1-mCherry-tPIR1_WT,bio_rep3,pPGK1-mCherry,pPGK1,mCherry,0.6916666666666664,tPIR1_WT,tPIR1,WT,0.5611111111111112,0.1305555555555552,0.9134796181462345,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modA_bio_rep4,pPIR1-mCherry-tPIR1_modA,bio_rep4,pPIR1-mCherry,pPIR1,mCherry,2.34,tPIR1_modA,tPIR1,modA,3.065,-0.7250000000000001,1.6529006363084235,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modA_bio_rep5,pPIR1-mCherry-tPIR1_modA,bio_rep5,pPIR1-mCherry,pPIR1,mCherry,2.581666666666667,tPIR1_modA,tPIR1,modA,3.065,-0.48333333333333295,1.397969934179019,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modA_bio_rep6,pPIR1-mCherry-tPIR1_modA,bio_rep6,pPIR1-mCherry,pPIR1,mCherry,2.668333333333333,tPIR1_modA,tPIR1,modA,3.065,-0.39666666666666694,1.3164627194436345,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modB_bio_rep4,pPIR1-mCherry-tPIR1_modB,bio_rep4,pPIR1-mCherry,pPIR1,mCherry,2.450000000000001,tPIR1_modB,tPIR1,modB,3.065,-0.6149999999999989,1.5315579970943816,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modB_bio_rep5,pPIR1-mCherry-tPIR1_modB,bio_rep5,pPIR1-mCherry,pPIR1,mCherry,2.9383333333333344,tPIR1_modB,tPIR1,modB,3.065,-0.1266666666666656,1.0917682645706386,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modB_bio_rep6,pPIR1-mCherry-tPIR1_modB,bio_rep6,pPIR1-mCherry,pPIR1,mCherry,2.66,tPIR1_modB,tPIR1,modB,3.065,-0.4049999999999998,1.324088910395397,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modC_bio_rep4,pPIR1-mCherry-tPIR1_modC,bio_rep4,pPIR1-mCherry,pPIR1,mCherry,2.735000000000001,tPIR1_modC,tPIR1,modC,3.065,-0.32999999999999874,1.2570133745218273,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modC_bio_rep5,pPIR1-mCherry-tPIR1_modC,bio_rep5,pPIR1-mCherry,pPIR1,mCherry,2.7249999999999996,tPIR1_modC,tPIR1,modC,3.065,-0.3400000000000003,1.2657565939702802,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modC_bio_rep6,pPIR1-mCherry-tPIR1_modC,bio_rep6,pPIR1-mCherry,pPIR1,mCherry,2.8083333333333336,tPIR1_modC,tPIR1,modC,3.065,-0.2566666666666664,1.1947151351560192,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modD_bio_rep4,pPIR1-mCherry-tPIR1_modD,bio_rep4,pPIR1-mCherry,pPIR1,mCherry,3.6933333333333334,tPIR1_modD,tPIR1,modD,3.065,0.6283333333333334,0.6469233389430507,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modD_bio_rep5,pPIR1-mCherry-tPIR1_modD,bio_rep5,pPIR1-mCherry,pPIR1,mCherry,3.1166666666666654,tPIR1_modD,tPIR1,modD,3.065,0.05166666666666542,0.9648210798370228,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modD_bio_rep6,pPIR1-mCherry-tPIR1_modD,bio_rep6,pPIR1-mCherry,pPIR1,mCherry,3.51,tPIR1_modD,tPIR1,modD,3.065,0.44499999999999984,0.7345843166391546,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modE_bio_rep4,pPIR1-mCherry-tPIR1_modE,bio_rep4,pPIR1-mCherry,pPIR1,mCherry,3.205,tPIR1_modE,tPIR1,modE,3.065,0.14000000000000012,0.9075191553171608,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modE_bio_rep5,pPIR1-mCherry-tPIR1_modE,bio_rep5,pPIR1-mCherry,pPIR1,mCherry,3.301666666666666,tPIR1_modE,tPIR1,modE,3.065,0.23666666666666591,0.8487039713091233,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modE_bio_rep6,pPIR1-mCherry-tPIR1_modE,bio_rep6,pPIR1-mCherry,pPIR1,mCherry,2.74,tPIR1_modE,tPIR1,modE,3.065,-0.32499999999999973,1.2526644386241277,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modF_bio_rep4,pPIR1-mCherry-tPIR1_modF,bio_rep4,pPIR1-mCherry,pPIR1,mCherry,2.323333333333334,tPIR1_modF,tPIR1,modF,3.065,-0.7416666666666658,1.6721064165770179,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modF_bio_rep5,pPIR1-mCherry-tPIR1_modF,bio_rep5,pPIR1-mCherry,pPIR1,mCherry,2.2633333333333336,tPIR1_modF,tPIR1,modF,3.065,-0.8016666666666663,1.7431136877642825,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modF_bio_rep6,pPIR1-mCherry-tPIR1_modF,bio_rep6,pPIR1-mCherry,pPIR1,mCherry,2.216666666666667,tPIR1_modF,tPIR1,modF,3.065,-0.8483333333333332,1.8004197968362188,FALSE
