exp_rep,target_id,sample_id,strain,bio_rep,pro_mCh,promoter,mCherry,delta_cq,UTR3,terminator,construct,ref_delta_cq,deltadelta_cq,rel_abund_delta_deltacq,remove
1,mCh-7,pSRO9-mCherry-tRPS3_modC_bio_rep2,pSRO9-mCherry-tRPS3_modC,bio_rep2,pSRO9-mCherry,pSRO9,mCherry,4.130000000000001,tRPS3_modC,tRPS3,modC,4.245925925925926,-0.1159259259259251,1.0836703251918665,FALSE
1,mCh-7,pSRO9-mCherry-tRPS3_modC_bio_rep3,pSRO9-mCherry-tRPS3_modC,bio_rep3,pSRO9-mCherry,pSRO9,mCherry,3.3377777777777773,tRPS3_modC,tRPS3,modC,4.245925925925926,-0.9081481481481486,1.876635091895772,FALSE
1,mCh-7,pSRO9-mCherry-tRPS3_modD_bio_rep1,pSRO9-mCherry-tRPS3_modD,bio_rep1,pSRO9-mCherry,pSRO9,mCherry,4.3022222222222215,tRPS3_modD,tRPS3,modD,4.245925925925926,0.05629629629629562,0.9617299172308483,FALSE
1,mCh-7,pSRO9-mCherry-tRPS3_modD_bio_rep2,pSRO9-mCherry-tRPS3_modD,bio_rep2,pSRO9-mCherry,pSRO9,mCherry,4.305555555555555,tRPS3_modD,tRPS3,modD,4.245925925925926,0.05962962962962948,0.9595104143531987,FALSE
1,mCh-7,pSRO9-mCherry-tRPS3_modD_bio_rep3,pSRO9-mCherry-tRPS3_modD,bio_rep3,pSRO9-mCherry,pSRO9,mCherry,4.717777777777778,tRPS3_modD,tRPS3,modD,4.245925925925926,0.4718518518518522,0.7210384742671897,FALSE
1,mCh-7,pSRO9-mCherry-tRPS3_modE_bio_rep1,pSRO9-mCherry-tRPS3_modE,bio_rep1,pSRO9-mCherry,pSRO9,mCherry,5.251111111111111,tRPS3_modE,tRPS3,modE,4.245925925925926,1.0051851851851854,0.4982061772710717,FALSE
1,mCh-7,pSRO9-mCherry-tRPS3_modE_bio_rep2,pSRO9-mCherry-tRPS3_modE,bio_rep2,pSRO9-mCherry,pSRO9,mCherry,5.166666666666666,tRPS3_modE,tRPS3,modE,4.245925925925926,0.9207407407407402,0.5282377310158254,FALSE
1,mCh-7,pSRO9-mCherry-tRPS3_modE_bio_rep3,pSRO9-mCherry-tRPS3_modE,bio_rep3,pSRO9-mCherry,pSRO9,mCherry,4.848888888888888,tRPS3_modE,tRPS3,modE,4.245925925925926,0.6029629629629625,0.6584003633443481,FALSE
1,mCh-7,pSRO9-mCherry-tRPS3_WT_bio_rep1,pSRO9-mCherry-tRPS3_WT,bio_rep1,pSRO9-mCherry,pSRO9,mCherry,3.709999999999999,tRPS3_WT,tRPS3,WT,4.245925925925926,-0.5359259259259268,1.4498723883782265,FALSE
1,mCh-7,pSRO9-mCherry-tRPS3_WT_bio_rep2,pSRO9-mCherry-tRPS3_WT,bio_rep2,pSRO9-mCherry,pSRO9,mCherry,2.7733333333333334,tRPS3_WT,tRPS3,WT,4.245925925925926,-1.4725925925925925,2.7752016290307027,FALSE
1,mCh-7,pSRO9-mCherry-tRPS3_WT_bio_rep3,pSRO9-mCherry-tRPS3_WT,bio_rep3,pSRO9-mCherry,pSRO9,mCherry,3.8488888888888884,tRPS3_WT,tRPS3,WT,4.245925925925926,-0.3970370370370375,1.3168007266886963,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_mod0_bio_rep4,pSRO9-mCherry-tRPS3_mod0,bio_rep4,pSRO9-mCherry,pSRO9,mCherry,3.9333333333333336,tRPS3_mod0,tRPS3,mod0,3.8870370370370377,0.046296296296295836,0.9684192778111914,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_mod0_bio_rep5,pSRO9-mCherry-tRPS3_mod0,bio_rep5,pSRO9-mCherry,pSRO9,mCherry,3.836666666666668,tRPS3_mod0,tRPS3,mod0,3.8870370370370377,-0.050370370370369955,1.0355307323900345,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_mod0_bio_rep6,pSRO9-mCherry-tRPS3_mod0,bio_rep6,pSRO9-mCherry,pSRO9,mCherry,3.891111111111112,tRPS3_mod0,tRPS3,mod0,3.8870370370370377,0.004074074074074119,0.9971800505901985,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modA_bio_rep4,pSRO9-mCherry-tRPS3_modA,bio_rep4,pSRO9-mCherry,pSRO9,mCherry,3.847777777777777,tRPS3_modA,tRPS3,modA,3.8870370370370377,-0.03925925925926066,1.027586084964766,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modA_bio_rep5,pSRO9-mCherry-tRPS3_modA,bio_rep5,pSRO9-mCherry,pSRO9,mCherry,4.162222222222221,tRPS3_modA,tRPS3,modA,3.8870370370370377,0.2751851851851832,0.82634424131279,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modA_bio_rep6,pSRO9-mCherry-tRPS3_modA,bio_rep6,pSRO9-mCherry,pSRO9,mCherry,3.8488888888888884,tRPS3_modA,tRPS3,modA,3.8870370370370377,-0.038148148148149374,1.0267949803132068,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modB_bio_rep4,pSRO9-mCherry-tRPS3_modB,bio_rep4,pSRO9-mCherry,pSRO9,mCherry,5.676666666666668,tRPS3_modB,tRPS3,modB,3.8870370370370377,1.78962962962963,0.2892462920944729,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modB_bio_rep5,pSRO9-mCherry-tRPS3_modB,bio_rep5,pSRO9-mCherry,pSRO9,mCherry,5.124444444444444,tRPS3_modB,tRPS3,modB,3.8870370370370377,1.2374074074074066,0.4241341612961977,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modB_bio_rep6,pSRO9-mCherry-tRPS3_modB,bio_rep6,pSRO9-mCherry,pSRO9,mCherry,4.444444444444443,tRPS3_modB,tRPS3,modB,3.8870370370370377,0.5574074074074051,0.679522201342245,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modC_bio_rep4,pSRO9-mCherry-tRPS3_modC,bio_rep4,pSRO9-mCherry,pSRO9,mCherry,3.282222222222222,tRPS3_modC,tRPS3,modC,3.8870370370370377,-0.6048148148148158,1.520783532042021,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modC_bio_rep5,pSRO9-mCherry-tRPS3_modC,bio_rep5,pSRO9-mCherry,pSRO9,mCherry,3.184444444444445,tRPS3_modC,tRPS3,modC,3.8870370370370377,-0.7025925925925929,1.6274267308462262,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modC_bio_rep6,pSRO9-mCherry-tRPS3_modC,bio_rep6,pSRO9-mCherry,pSRO9,mCherry,3.1099999999999994,tRPS3_modC,tRPS3,modC,3.8870370370370377,-0.7770370370370383,1.7136079009163556,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modD_bio_rep4,pSRO9-mCherry-tRPS3_modD,bio_rep4,pSRO9-mCherry,pSRO9,mCherry,4.486666666666666,tRPS3_modD,tRPS3,modD,3.8870370370370377,0.5996296296296286,0.6599233499417093,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modD_bio_rep5,pSRO9-mCherry-tRPS3_modD,bio_rep5,pSRO9-mCherry,pSRO9,mCherry,4.084444444444445,tRPS3_modD,tRPS3,modD,3.8870370370370377,0.19740740740740748,0.8721163911715898,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modD_bio_rep6,pSRO9-mCherry-tRPS3_modD,bio_rep6,pSRO9-mCherry,pSRO9,mCherry,4.271111111111111,tRPS3_modD,tRPS3,modD,3.8870370370370377,0.3840740740740731,0.7662706355138009,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modE_bio_rep4,pSRO9-mCherry-tRPS3_modE,bio_rep4,pSRO9-mCherry,pSRO9,mCherry,4.75,tRPS3_modE,tRPS3,modE,3.8870370370370377,0.8629629629629623,0.5498221895761143,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modE_bio_rep5,pSRO9-mCherry-tRPS3_modE,bio_rep5,pSRO9-mCherry,pSRO9,mCherry,5.28888888888889,tRPS3_modE,tRPS3,modE,3.8870370370370377,1.401851851851852,0.3784430579861954,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_modE_bio_rep6,pSRO9-mCherry-tRPS3_modE,bio_rep6,pSRO9-mCherry,pSRO9,mCherry,5.33,tRPS3_modE,tRPS3,modE,3.8870370370370377,1.4429629629629623,0.3678111288333583,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_WT_bio_rep4,pSRO9-mCherry-tRPS3_WT,bio_rep4,pSRO9-mCherry,pSRO9,mCherry,3.9511111111111106,tRPS3_WT,tRPS3,WT,3.8870370370370377,0.06407407407407284,0.9565590430381302,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_WT_bio_rep5,pSRO9-mCherry-tRPS3_WT,bio_rep5,pSRO9-mCherry,pSRO9,mCherry,3.453333333333333,tRPS3_WT,tRPS3,WT,3.8870370370370377,-0.4337037037037046,1.3506966540987932,FALSE
2,mCh-7,pSRO9-mCherry-tRPS3_WT_bio_rep6,pSRO9-mCherry-tRPS3_WT,bio_rep6,pSRO9-mCherry,pSRO9,mCherry,3.742222222222223,tRPS3_WT,tRPS3,WT,3.8870370370370377,-0.14481481481481495,1.1055887301912046,FALSE
