"strain","pro_mCh","promoter","mCherry","target_id","UTR3","terminator","construct","bio_rep","exp_rep","deltacq","rel_abund_deltacq","na.rm","remove"
"pPGK1-mCherry-tPIR1_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modB","tPIR1","modB","bio_rep2","1",0.379999999999999,0.768437590644007,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modB","tPIR1","modB","bio_rep3","1",0.358333333333333,0.780065226013374,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modC","tPIR1","modC","bio_rep4","2",0.815,0.568408486618007,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modC","tPIR1","modC","bio_rep5","2",1.23666666666667,0.424351985654561,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modC","tPIR1","modC","bio_rep6","2",0.731666666666667,0.602207814092398,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modC","tPIR1","modC","bio_rep1","1",0.416666666666668,0.74915353843834,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modC","tPIR1","modC","bio_rep2","1",0.341666666666665,0.789129147338642,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modC","tPIR1","modC","bio_rep3","1",0.541666666666666,0.686976823729045,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modC","tPIR1","modC","bio_rep4","2",-0.345000000000001,1.27015098253879,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modC","tPIR1","modC","bio_rep5","2",-0.473333333333333,1.38831345047979,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modC","tPIR1","modC","bio_rep6","2",-0.438333333333333,1.35503802158111,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modC","tPIR1","modC","bio_rep1","1",-0.283333333333333,1.21700351367059,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modC","tPIR1","modC","bio_rep2","1",-0.418333333333335,1.33638281271527,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modC","tPIR1","modC","bio_rep3","1",-0.308333333333334,1.23827636037744,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modC","tPIR1","modC","bio_rep4","2",0.395,0.760489376620505,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modC","tPIR1","modC","bio_rep5","2",0.526666666666667,0.694156725239895,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modC","tPIR1","modC","bio_rep6","2",0.0616666666666674,0.958156573825603,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modC","tPIR1","modC","bio_rep1","1",0.506666666666668,0.703846792016994,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modC","tPIR1","modC","bio_rep2","1",0.511666666666665,0.701411667107168,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modC","tPIR1","modC","bio_rep3","1",0.481666666666666,0.716149817228916,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modC","tPIR1","modC","bio_rep4","2",0.414999999999999,0.75001949464291,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modC","tPIR1","modC","bio_rep5","2",0.436666666666667,0.738839720294814,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modC","tPIR1","modC","bio_rep6","2",0.571666666666667,0.672839045132022,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modC","tPIR1","modC","bio_rep1","1",0.406666666666668,0.754364313375116,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modC","tPIR1","modC","bio_rep2","1",0.421666666666665,0.746561664093772,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modC","tPIR1","modC","bio_rep3","1",0.271666666666667,0.828362031494618,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modD","tPIR1","modD","bio_rep4","2",0.75,0.594603557501361,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modD","tPIR1","modD","bio_rep5","2",0.838333333333333,0.559289312318265,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modD","tPIR1","modD","bio_rep6","2",0.708333333333334,0.612026771652327,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modD","tPIR1","modD","bio_rep1","1",0.676666666666668,0.625609069746874,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modD","tPIR1","modD","bio_rep2","1",0.778333333333332,0.583039958496168,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modD","tPIR1","modD","bio_rep3","1",0.708333333333334,0.612026771652327,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modD","tPIR1","modD","bio_rep4","2",-0.469999999999999,1.38510946811092,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modD","tPIR1","modD","bio_rep5","2",-0.331666666666667,1.25846637243887,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modD","tPIR1","modD","bio_rep6","2",-0.401666666666667,1.32103314692768,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modD","tPIR1","modD","bio_rep1","1",-0.243333333333332,1.18372448858983,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modD","tPIR1","modD","bio_rep2","1",-0.211666666666666,1.15802521464493,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modD","tPIR1","modD","bio_rep3","1",-0.101666666666667,1.07301233925803,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modD","tPIR1","modD","bio_rep4","2",0.180000000000001,0.882702996290654,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modD","tPIR1","modD","bio_rep5","2",0.748333333333333,0.595290867396406,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modD","tPIR1","modD","bio_rep6","2",0.508333333333333,0.703034145811175,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modD","tPIR1","modD","bio_rep1","1",0.476666666666667,0.718636109289461,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modD","tPIR1","modD","bio_rep2","1",0.698333333333332,0.616283754498608,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modD","tPIR1","modD","bio_rep3","1",0.568333333333333,0.674395430737146,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep4","2",0.520000000000001,0.697371833175202,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep5","2",0.168333333333333,0.889870105846758,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep6","2",0.318333333333333,0.801995844557939,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep1","1",0.0866666666666678,0.941696017387346,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep2","1",0.538333333333334,0.688565912304151,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep3","1",0.038333333333334,0.973779251768334,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep4","2",0.166666666666668,0.890898718140339,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep5","2",0.416666666666668,0.74915353843834,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep6","2",0.408333333333333,0.753493340737288,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep1","1",0.41,0.752623373705534,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep2","1",0.521666666666667,0.696566662816109,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep3","1",0.286666666666667,0.819793998390271,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep4","2",-0.333333333333332,1.25992104989487,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep5","2",-0.113333333333333,1.0817246660801,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep6","2",-0.551666666666666,1.46577805142067,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep1","1",-0.359999999999999,1.2834258975629,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep2","1",-0.248333333333333,1.18783408231876,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep3","1",-0.443333333333333,1.35974237281285,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep4","2",0.226666666666667,0.8546071742649,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep5","2",0.816666666666668,0.567752214535438,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep6","2",0.268333333333333,0.830278166937376,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep1","1",0.460000000000001,0.726986258660155,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep2","1",0.381666666666668,0.767550369306168,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep3","1",0.446666666666667,0.733736181555579,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep4","2",0.266666666666667,0.831237896142787,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep5","2",0.276666666666667,0.825496116582272,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep6","2",0.408333333333333,0.753493340737288,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep1","1",0.370000000000001,0.773782496771194,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep2","1",0.421666666666667,0.746561664093771,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep3","1",0.276666666666666,0.825496116582274,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep4","2",-0.0749999999999993,1.05336103595484,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep5","2",0.351666666666667,0.783678234152632,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep6","2",-0.191666666666666,1.14208233931077,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep1","1",0.290000000000001,0.817902058557781,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep2","1",0.0449999999999999,0.969289816935065,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep3","1",-0.221666666666668,1.16607991699234,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modF","tPIR1","modF","bio_rep4","2",-0.215,1.16070391438372,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modF","tPIR1","modF","bio_rep5","2",-0.158333333333333,1.11599714263022,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modF","tPIR1","modF","bio_rep6","2",-0.371666666666666,1.2938466778861,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modF","tPIR1","modF","bio_rep1","1",-0.17,1.12505848468881,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modF","tPIR1","modF","bio_rep2","1",-0.174999999999999,1.12896440480613,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modF","tPIR1","modF","bio_rep3","1",-0.221666666666668,1.16607991699234,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modF","tPIR1","modF","bio_rep4","2",0.645000000000001,0.639492790638714,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modF","tPIR1","modF","bio_rep5","2",0.561666666666667,0.677519010790553,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modF","tPIR1","modF","bio_rep6","2",0.478333333333333,0.717806387659408,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modF","tPIR1","modF","bio_rep1","1",0.5,0.707106781186548,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modF","tPIR1","modF","bio_rep2","1",0.585000000000001,0.666649338545599,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modF","tPIR1","modF","bio_rep3","1",0.478333333333333,0.717806387659408,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modF","tPIR1","modF","bio_rep4","2",0.335000000000001,0.792784136610284,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modF","tPIR1","modF","bio_rep5","2",0.191666666666666,0.875593611405885,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modF","tPIR1","modF","bio_rep6","2",0.448333333333334,0.732889025710334,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modF","tPIR1","modF","bio_rep1","1",0.33,0.795536483754919,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modF","tPIR1","modF","bio_rep2","1",0.245000000000001,0.843815796130017,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modF","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modF","tPIR1","modF","bio_rep3","1",0.238333333333333,0.847724076153002,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modG","tPIR1","modG","bio_rep4","2",0.239999999999998,0.846745312362528,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modG","tPIR1","modG","bio_rep5","2",0.23,0.852634891767956,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modG","tPIR1","modG","bio_rep6","2",0.0783333333333349,0.947151206919903,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modG","tPIR1","modG","bio_rep1","1",-0.105,1.07549439045738,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modG","tPIR1","modG","bio_rep2","1",0.209999999999999,0.864537231307866,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modG","tPIR1","modG","bio_rep3","1",-0.34,1.26575659397028,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modG","tPIR1","modG","bio_rep4","2",-0.4,1.31950791077289,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modG","tPIR1","modG","bio_rep5","2",-0.33,1.25701337452183,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modG","tPIR1","modG","bio_rep6","2",-0.561666666666666,1.47597334402936,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modG","tPIR1","modG","bio_rep1","1",-0.355,1.27898558127743,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modG","tPIR1","modG","bio_rep2","1",-0.33,1.25701337452183,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modG","tPIR1","modG","bio_rep3","1",-0.5,1.4142135623731,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modG","tPIR1","modG","bio_rep4","2",0.359999999999999,0.7791645796605,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modG","tPIR1","modG","bio_rep5","2",0.58,0.668963777393056,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modG","tPIR1","modG","bio_rep6","2",0.388333333333334,0.764011715799231,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modG","tPIR1","modG","bio_rep1","1",0.574999999999999,0.671286251390132,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modG","tPIR1","modG","bio_rep2","1",0.869999999999999,0.54714685063037,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modG","tPIR1","modG","bio_rep3","1",0.65,0.637280313659631,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modG","tPIR1","modG","bio_rep4","2",0.44,0.737134608645551,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modG","tPIR1","modG","bio_rep5","2",0.25,0.840896415253715,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modG","tPIR1","modG","bio_rep6","2",0.258333333333335,0.836053208288509,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modG","tPIR1","modG","bio_rep1","1",0.365,0.77646887500104,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modG","tPIR1","modG","bio_rep2","1",0.26,0.835087919428369,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modG","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_modG","tPIR1","modG","bio_rep3","1",-0.0499999999999989,1.03526492384138,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_WT","tPIR1","WT","bio_rep4","2",4.59166666666667,0.0414734919480802,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_WT","tPIR1","WT","bio_rep5","2",4.51333333333333,0.0437876145277271,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_WT","tPIR1","WT","bio_rep6","2",4.66333333333333,0.0394636078497387,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_WT","tPIR1","WT","bio_rep1","1",3.73166666666667,0.0752759767615497,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_WT","tPIR1","WT","bio_rep2","1",4.53833333333333,0.0430353695190095,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_WT","tPIR1","WT","bio_rep3","1",4.32333333333333,0.0499513218576642,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_WT","tPIR1","WT","bio_rep4","2",-0.888333333333334,1.85103648691262,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_WT","tPIR1","WT","bio_rep5","2",-0.646666666666667,1.5655468325982,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_WT","tPIR1","WT","bio_rep6","2",-0.746666666666666,1.6779115495365,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_WT","tPIR1","WT","bio_rep1","1",-0.518333333333333,1.43229963445783,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_WT","tPIR1","WT","bio_rep2","1",-0.551666666666668,1.46577805142067,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_WT","tPIR1","WT","bio_rep3","1",-0.676666666666668,1.59844229944525,FALSE,FALSE
