exp_rep,target_id,sample_id,strain,bio_rep,pro_mCh,promoter,mCherry,delta_cq,UTR3,terminator,construct,ref_delta_cq,deltadelta_cq,rel_abund_delta_deltacq,remove
2,mCh-7,pTSA1-mCherry-tTSA1_modC_bio_rep5,pTSA1-mCherry-tTSA1_modC,bio_rep5,pTSA1-mCherry,pTSA1,mCherry,-0.39000000000000057,tTSA1_modC,tTSA1,modC,-0.35722222222222183,-0.03277777777777874,1.022979885237445,FALSE
2,mCh-7,pTSA1-mCherry-tTSA1_modC_bio_rep6,pTSA1-mCherry-tTSA1_modC,bio_rep6,pTSA1-mCherry,pTSA1,mCherry,-0.13166666666666593,tTSA1_modC,tTSA1,modC,-0.35722222222222183,0.2255555555555559,0.8552656150673763,FALSE
2,mCh-7,pTSA1-mCherry-tTSA1_modD_bio_rep4,pTSA1-mCherry-tTSA1_modD,bio_rep4,pTSA1-mCherry,pTSA1,mCherry,0.11000000000000121,tTSA1_modD,tTSA1,modD,-0.35722222222222183,0.46722222222222304,0.7233560138688326,FALSE
2,mCh-7,pTSA1-mCherry-tTSA1_modD_bio_rep5,pTSA1-mCherry-tTSA1_modD,bio_rep5,pTSA1-mCherry,pTSA1,mCherry,0.16999999999999993,tTSA1_modD,tTSA1,modD,-0.35722222222222183,0.5272222222222218,0.6938894696025201,FALSE
2,mCh-7,pTSA1-mCherry-tTSA1_modD_bio_rep6,pTSA1-mCherry-tTSA1_modD,bio_rep6,pTSA1-mCherry,pTSA1,mCherry,0.00833333333333286,tTSA1_modD,tTSA1,modD,-0.35722222222222183,0.3655555555555547,0.776169928557758,FALSE
2,mCh-7,pTSA1-mCherry-tTSA1_modE_bio_rep4,pTSA1-mCherry-tTSA1_modE,bio_rep4,pTSA1-mCherry,pTSA1,mCherry,1.42,tTSA1_modE,tTSA1,modE,-0.35722222222222183,1.7772222222222218,0.2917445837855302,FALSE
2,mCh-7,pTSA1-mCherry-tTSA1_modE_bio_rep5,pTSA1-mCherry-tTSA1_modE,bio_rep5,pTSA1-mCherry,pTSA1,mCherry,1.3616666666666681,tTSA1_modE,tTSA1,modE,-0.35722222222222183,1.71888888888889,0.30378259330289203,FALSE
2,mCh-7,pTSA1-mCherry-tTSA1_modE_bio_rep6,pTSA1-mCherry-tTSA1_modE,bio_rep6,pTSA1-mCherry,pTSA1,mCherry,1.2616666666666667,tTSA1_modE,tTSA1,modE,-0.35722222222222183,1.6188888888888886,0.32558612188249547,FALSE
2,mCh-7,pTSA1-mCherry-tTSA1_WT_bio_rep4,pTSA1-mCherry-tTSA1_WT,bio_rep4,pTSA1-mCherry,pTSA1,mCherry,0.620000000000001,tTSA1_WT,tTSA1,WT,-0.35722222222222183,0.9772222222222229,0.5079568235061729,FALSE
2,mCh-7,pTSA1-mCherry-tTSA1_WT_bio_rep5,pTSA1-mCherry-tTSA1_WT,bio_rep5,pTSA1-mCherry,pTSA1,mCherry,-0.11333333333333329,tTSA1_WT,tTSA1,WT,-0.35722222222222183,0.24388888888888854,0.8444659226052895,FALSE
2,mCh-7,pTSA1-mCherry-tTSA1_WT_bio_rep6,pTSA1-mCherry-tTSA1_WT,bio_rep6,pTSA1-mCherry,pTSA1,mCherry,-0.3416666666666668,tTSA1_WT,tTSA1,WT,-0.35722222222222183,0.015555555555555045,0.9892756310489227,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_mod0_bio_rep1,pTSA1-mCherry-tTSA1_mod0,bio_rep1,pTSA1-mCherry,pTSA1,mCherry,-0.6133333333333333,tTSA1_mod0,tTSA1,mod0,-0.31222222222222246,-0.30111111111111083,1.2320929610986664,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_mod0_bio_rep2,pTSA1-mCherry-tTSA1_mod0,bio_rep2,pTSA1-mCherry,pTSA1,mCherry,0.16666666666666607,tTSA1_mod0,tTSA1,mod0,-0.31222222222222246,0.47888888888888853,0.7175300267214949,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_mod0_bio_rep3,pTSA1-mCherry-tTSA1_mod0,bio_rep3,pTSA1-mCherry,pTSA1,mCherry,-0.4900000000000002,tTSA1_mod0,tTSA1,mod0,-0.31222222222222246,-0.17777777777777776,1.131140216837093,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modA_bio_rep1,pTSA1-mCherry-tTSA1_modA,bio_rep1,pTSA1-mCherry,pTSA1,mCherry,1.1533333333333324,tTSA1_modA,tTSA1,modA,-0.31222222222222246,1.4655555555555548,0.3620960751915775,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modA_bio_rep2,pTSA1-mCherry-tTSA1_modA,bio_rep2,pTSA1-mCherry,pTSA1,mCherry,1.2600000000000016,tTSA1_modA,tTSA1,modA,-0.31222222222222246,1.572222222222224,0.3362899984820975,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modA_bio_rep3,pTSA1-mCherry-tTSA1_modA,bio_rep3,pTSA1-mCherry,pTSA1,mCherry,0.9466666666666672,tTSA1_modA,tTSA1,modA,-0.31222222222222246,1.2588888888888896,0.41786566071106657,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modB_bio_rep1,pTSA1-mCherry-tTSA1_modB,bio_rep1,pTSA1-mCherry,pTSA1,mCherry,0.4400000000000013,tTSA1_modB,tTSA1,modB,-0.31222222222222246,0.7522222222222237,0.5936883785654546,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modB_bio_rep2,pTSA1-mCherry-tTSA1_modB,bio_rep2,pTSA1-mCherry,pTSA1,mCherry,0.19500000000000028,tTSA1_modB,tTSA1,modB,-0.31222222222222246,0.5072222222222227,0.70357580562995,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modB_bio_rep3,pTSA1-mCherry-tTSA1_modB,bio_rep3,pTSA1-mCherry,pTSA1,mCherry,0.9283333333333328,tTSA1_modB,tTSA1,modB,-0.31222222222222246,1.2405555555555552,0.42320965447723774,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modC_bio_rep1,pTSA1-mCherry-tTSA1_modC,bio_rep1,pTSA1-mCherry,pTSA1,mCherry,0.254999999999999,tTSA1_modC,tTSA1,modC,-0.31222222222222246,0.5672222222222214,0.674915025566178,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modC_bio_rep2,pTSA1-mCherry-tTSA1_modC,bio_rep2,pTSA1-mCherry,pTSA1,mCherry,-0.081666666666667,tTSA1_modC,tTSA1,modC,-0.31222222222222246,0.23055555555555546,0.8523066208268815,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modC_bio_rep3,pTSA1-mCherry-tTSA1_modC,bio_rep3,pTSA1-mCherry,pTSA1,mCherry,0.2716666666666665,tTSA1_modC,tTSA1,modC,-0.31222222222222246,0.5838888888888889,0.6671629653189999,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modD_bio_rep1,pTSA1-mCherry-tTSA1_modD,bio_rep1,pTSA1-mCherry,pTSA1,mCherry,0.7166666666666668,tTSA1_modD,tTSA1,modD,-0.31222222222222246,1.0288888888888892,0.4900874509658094,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modD_bio_rep2,pTSA1-mCherry-tTSA1_modD,bio_rep2,pTSA1-mCherry,pTSA1,mCherry,0.5750000000000011,tTSA1_modD,tTSA1,modD,-0.31222222222222246,0.8872222222222235,0.5406540969136941,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modD_bio_rep3,pTSA1-mCherry-tTSA1_modD,bio_rep3,pTSA1-mCherry,pTSA1,mCherry,0.4833333333333325,tTSA1_modD,tTSA1,modD,-0.31222222222222246,0.7955555555555549,0.5761212768787284,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modE_bio_rep1,pTSA1-mCherry-tTSA1_modE,bio_rep1,pTSA1-mCherry,pTSA1,mCherry,1.6099999999999994,tTSA1_modE,tTSA1,modE,-0.31222222222222246,1.9222222222222218,0.26384778509077655,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modE_bio_rep2,pTSA1-mCherry-tTSA1_modE,bio_rep2,pTSA1-mCherry,pTSA1,mCherry,1.8399999999999999,tTSA1_modE,tTSA1,modE,-0.31222222222222246,2.1522222222222225,0.22496582768408924,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_modE_bio_rep3,pTSA1-mCherry-tTSA1_modE,bio_rep3,pTSA1-mCherry,pTSA1,mCherry,1.5583333333333336,tTSA1_modE,tTSA1,modE,-0.31222222222222246,1.870555555555556,0.27346809745838646,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_WT_bio_rep1,pTSA1-mCherry-tTSA1_WT,bio_rep1,pTSA1-mCherry,pTSA1,mCherry,0.8683333333333323,tTSA1_WT,tTSA1,WT,-0.31222222222222246,1.1805555555555547,0.44118157444992184,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_WT_bio_rep2,pTSA1-mCherry-tTSA1_WT,bio_rep2,pTSA1-mCherry,pTSA1,mCherry,-0.24666666666666615,tTSA1_WT,tTSA1,WT,-0.31222222222222246,0.06555555555555631,0.9555772713502055,FALSE
1,mCh-7,pTSA1-mCherry-tTSA1_WT_bio_rep3,pTSA1-mCherry-tTSA1_WT,bio_rep3,pTSA1-mCherry,pTSA1,mCherry,-0.15500000000000114,tTSA1_WT,tTSA1,WT,-0.31222222222222246,0.15722222222222132,0.8967500201903652,FALSE
