"strain","pro_mCh","promoter","mCherry","target_id","ter_mod","terminator","construct","bio_rep","exp_rep","deltacq","rel_abund_deltacq","na.rm","remove"
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modC","tTSA1","modC","bio_rep6","2",-0.311666666666666,1.24114069400433,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modC","tTSA1","modC","bio_rep1","1",-0.541666666666668,1.45565318284219,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modC","tTSA1","modC","bio_rep2","1",-0.505000000000001,1.41912335620038,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modC","tTSA1","modC","bio_rep3","1",-0.324999999999999,1.25266443862413,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modC","tTSA1","modC","bio_rep4","2",-0.043333333333333,1.0304920203293,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modC","tTSA1","modC","bio_rep5","2",-0.333333333333334,1.25992104989487,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modC","tTSA1","modC","bio_rep6","2",-0.111666666666666,1.08047573029521,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modC","tTSA1","modC","bio_rep1","1",-0.471666666666668,1.38671053394907,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modC","tTSA1","modC","bio_rep2","1",-0.484999999999999,1.3995858655952,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modC","tTSA1","modC","bio_rep3","1",-0.635,1.55293775000208,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modC","tTSA1","modC","bio_rep4","2",0.566666666666668,0.675174973084094,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modC","tTSA1","modC","bio_rep5","2",0.086666666666666,0.941696017387347,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modC","tTSA1","modC","bio_rep6","2",0.508333333333333,0.703034145811175,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modC","tTSA1","modC","bio_rep1","1",0.348333333333333,0.785491008740416,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modC","tTSA1","modC","bio_rep2","1",0.475,0.71946679000541,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modC","tTSA1","modC","bio_rep3","1",0.484999999999999,0.714497069870547,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modC","tTSA1","modC","bio_rep4","2",0.256666666666668,0.83701961293845,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modC","tTSA1","modC","bio_rep5","2",0.546666666666665,0.684600064475597,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modC","tTSA1","modC","bio_rep6","2",-0.0216666666666665,1.01513152858597,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modC","tTSA1","modC","bio_rep1","1",0.398333333333333,0.75873430138619,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modC","tTSA1","modC","bio_rep2","1",0.395,0.760489376620505,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modC","tTSA1","modC","bio_rep3","1",0.635,0.643940814754913,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modD","tTSA1","modD","bio_rep4","2",0.158333333333333,0.896059641911953,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modD","tTSA1","modD","bio_rep5","2",0.503333333333332,0.705474903559025,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modD","tTSA1","modD","bio_rep6","2",0.775,0.584388624280623,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modD","tTSA1","modD","bio_rep1","1",-0.0383333333333322,1.02692678878098,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modD","tTSA1","modD","bio_rep2","1",0.216666666666667,0.86055143724433,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modD","tTSA1","modD","bio_rep3","1",0.0166666666666675,0.988514020352896,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modD","tTSA1","modD","bio_rep4","2",-0.431666666666667,1.34879086147429,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modD","tTSA1","modD","bio_rep5","2",-0.436666666666667,1.35347352413725,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modD","tTSA1","modD","bio_rep6","2",-0.734999999999999,1.66439746942305,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modD","tTSA1","modD","bio_rep1","1",-0.498333333333333,1.4125807421362,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modD","tTSA1","modD","bio_rep2","1",-0.273333333333333,1.20859705634677,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modD","tTSA1","modD","bio_rep3","1",-0.273333333333333,1.20859705634677,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep4","2",0.268333333333333,0.830278166937376,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep5","2",0.403333333333332,0.756109280119913,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep6","2",0.164999999999999,0.891928519420093,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep1","1",0.521666666666667,0.696566662816109,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep2","1",0.406666666666666,0.754364313375117,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep3","1",0.426666666666668,0.743978756953217,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep4","2",0.288333333333332,0.818847482060437,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep5","2",0.423333333333332,0.745699700225189,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep6","2",0.674999999999999,0.626332219312064,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep1","1",0.481666666666667,0.716149817228915,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep2","1",0.296666666666667,0.8141312676057,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep3","1",0.296666666666667,0.8141312676057,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep4","2",0.793333333333333,0.577009375881778,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep5","2",0.801666666666666,0.573686046423398,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep6","2",0.388333333333334,0.764011715799231,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep1","1",0.408333333333333,0.753493340737288,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep2","1",0.451666666666666,0.731197647213713,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep3","1",0.228333333333332,0.853620463398971,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep4","2",-0.236666666666666,1.17826713884407,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep5","2",0.00166666666666693,0.99884542173803,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep6","2",-0.0516666666666659,1.03646159987396,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep1","1",-0.191666666666666,1.14208233931077,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep2","1",-0.0583333333333336,1.04126215253481,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep3","1",-0.251666666666667,1.19058173479281,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep4","2",0.453333333333333,0.730353422305036,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep5","2",0.421666666666667,0.746561664093771,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep6","2",0.628333333333334,0.646923338943051,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep1","1",0.688333333333333,0.620570347002165,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep2","1",0.811666666666666,0.569723307440019,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep3","1",0.598333333333333,0.66051657346384,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep4","2",0.213333333333333,0.862542031992191,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep5","2",-0.0183333333333344,1.01278878421615,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep6","2",0.0783333333333331,0.947151206919904,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep1","1",0.188333333333333,0.87761900113704,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep2","1",0.131666666666666,0.912776360301862,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep3","1",0.308333333333332,0.807574166800043,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_WT","tTSA1","WT","bio_rep4","2",5.055,0.0300810763469297,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_WT","tTSA1","WT","bio_rep5","2",4.47833333333333,0.044862899228713,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_WT","tTSA1","WT","bio_rep6","2",3.905,0.0667540880029907,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_WT","tTSA1","WT","bio_rep1","1",4.205,0.0542211679470042,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_WT","tTSA1","WT","bio_rep2","1",4.105,0.0581128089133226,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_WT","tTSA1","WT","bio_rep3","1",3.90833333333333,0.0666000313517803,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_WT","tTSA1","WT","bio_rep4","2",-0.755000000000001,1.68763159226004,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_WT","tTSA1","WT","bio_rep5","2",-0.701666666666666,1.62638257868346,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_WT","tTSA1","WT","bio_rep6","2",-0.575000000000001,1.4896774631227,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_WT","tTSA1","WT","bio_rep1","1",-0.495000000000001,1.40932075514202,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_WT","tTSA1","WT","bio_rep2","1",-0.805,1.74714579183339,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_WT","tTSA1","WT","bio_rep3","1",-0.631666666666666,1.54935384381055,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_WT","tTSA1","WT","bio_rep4","2",0.205,0.867538687152068,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_WT","tTSA1","WT","bio_rep5","2",0.278333333333334,0.824543016710726,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_WT","tTSA1","WT","bio_rep6","2",0.514999999999999,0.699792932797599,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_WT","tTSA1","WT","bio_rep1","1",0.0949999999999989,0.936272247434493,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_WT","tTSA1","WT","bio_rep2","1",0.575000000000001,0.671286251390131,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_WT","tTSA1","WT","bio_rep3","1",0.658333333333333,0.633609849143531,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_WT","tTSA1","WT","bio_rep4","2",0.824999999999999,0.564482202403066,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_WT","tTSA1","WT","bio_rep5","2",0.778333333333334,0.583039958496167,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_WT","tTSA1","WT","bio_rep6","2",0.614999999999998,0.65292989354446,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_WT","tTSA1","WT","bio_rep1","1",0.565,0.675955416514063,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_WT","tTSA1","WT","bio_rep2","1",0.685,0.622005826649234,FALSE,FALSE
"pSRO9-mCherry-tTSA1_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_WT","tTSA1","WT","bio_rep3","1",0.668333333333333,0.629233186219433,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_mod0","tTSA1","mod0","bio_rep4","2",4.76666666666667,0.0367358720713628,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_mod0","tTSA1","mod0","bio_rep5","2",4.46333333333333,0.045331781419243,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_mod0","tTSA1","mod0","bio_rep6","2",4.47166666666667,0.0450706895706726,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_mod0","tTSA1","mod0","bio_rep1","1",4.295,0.0509420207751641,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_mod0","tTSA1","mod0","bio_rep2","1",4.10666666666667,0.0580457131274093,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_mod0","tTSA1","mod0","bio_rep3","1",4.14333333333333,0.0565890475817715,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep4","2",-0.743333333333334,1.6740392258769,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep5","2",-0.586666666666666,1.50177290363477,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep6","2",-0.478333333333333,1.39313332563222,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep1","1",-0.875,1.83400808640934,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep2","1",-0.653333333333334,1.57279793578796,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep3","1",-0.576666666666666,1.49139940045038,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep4","2",0.546666666666667,0.684600064475596,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep5","2",0.563333333333334,0.676736762068623,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep6","2",0.531666666666666,0.691755125414298,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep1","1",0.465,0.72447107727744,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep2","1",0.736666666666666,0.600124333332634,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep3","1",0.543333333333333,0.68618365522189,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep4","2",0.786666666666667,0.579681895437794,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep5","2",0.543333333333333,0.68618365522189,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep6","2",0.471666666666666,0.721131033130762,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep1","1",0.815,0.568408486618007,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep2","1",0.816666666666666,0.567752214535439,FALSE,FALSE
"pSRO9-mCherry-tTSA1_mod0","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep3","1",0.573333333333334,0.672062199796708,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modA","tTSA1","modA","bio_rep4","2",5.49166666666667,0.0222250940343325,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modA","tTSA1","modA","bio_rep5","2",5.47333333333333,0.0225093259661211,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modA","tTSA1","modA","bio_rep6","2",5.575,0.0209776953559416,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modA","tTSA1","modA","bio_rep1","1",5.17166666666667,0.0277442638352683,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modA","tTSA1","modA","bio_rep2","1",4.57666666666667,0.0419069499297949,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modA","tTSA1","modA","bio_rep3","1",4.74,0.0374212095193415,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modA","tTSA1","modA","bio_rep4","2",-0.608333333333334,1.52449702325576,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modA","tTSA1","modA","bio_rep5","2",-0.576666666666668,1.49139940045038,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modA","tTSA1","modA","bio_rep6","2",-0.635,1.55293775000208,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modA","tTSA1","modA","bio_rep1","1",-0.518333333333333,1.43229963445783,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modA","tTSA1","modA","bio_rep2","1",-0.463333333333335,1.37872366898578,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modA","tTSA1","modA","bio_rep3","1",-0.469999999999999,1.38510946811092,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modA","tTSA1","modA","bio_rep4","2",0.481666666666666,0.716149817228916,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modA","tTSA1","modA","bio_rep5","2",0.643333333333333,0.640231988575341,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modA","tTSA1","modA","bio_rep6","2",0.615,0.652929893544459,FALSE,FALSE
