"strain","pro_mCh","promoter","mCherry","target_id","ter_mod","terminator","construct","bio_rep","exp_rep","deltacq","rel_abund_deltacq","na.rm","remove"
"pTSA1-mCherry-tTSA1_modD","pTSA1-mCherry","pTSA1","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep4","2",-0.0699999999999985,1.04971668362307,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modD","pTSA1-mCherry","pTSA1","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep5","2",0,1,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modD","pTSA1-mCherry","pTSA1","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep6","2",0.118333333333334,0.921251307358162,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modD","pTSA1-mCherry","pTSA1","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep1","1",-0.783333333333333,1.72110287448866,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modD","pTSA1-mCherry","pTSA1","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep2","1",-0.315,1.24401165329847,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modD","pTSA1-mCherry","pTSA1","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep3","1",-0.396666666666667,1.31646271944363,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modD","pTSA1-mCherry","pTSA1","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep4","2",1.19,0.438302860658017,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modD","pTSA1-mCherry","pTSA1","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep5","2",1.14,0.45375957765858,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modD","pTSA1-mCherry","pTSA1","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep6","2",0.868333333333334,0.547779304707942,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modD","pTSA1-mCherry","pTSA1","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep1","1",1.12666666666667,0.457972645135124,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modD","pTSA1-mCherry","pTSA1","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep2","1",1.195,0.436786447958347,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modD","pTSA1-mCherry","pTSA1","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep3","1",1.30333333333333,0.405188930604972,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep4","2",1.42,0.373712312158735,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep5","2",1.36166666666667,0.389132486587163,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep6","2",1.26166666666667,0.417061872534882,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep1","1",1.61,0.327598350964591,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep2","1",1.84,0.279321784518055,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep3","1",1.55833333333333,0.33954311095683,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep4","2",-1.25,2.37841423000544,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep5","2",-1.08833333333333,2.12628256755602,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep6","2",-0.938333333333334,1.91631314765121,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep1","1",-1.05,2.07052984768276,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep2","1",-1.21,2.31337636781057,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep3","1",-1.15166666666667,2.22170407536564,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep4","2",-0.450000000000001,1.3660402567544,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep5","2",-0.238333333333333,1.1796291129751,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep6","2",-0.478333333333333,1.39313332563222,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep1","1",-0.119999999999999,1.08673486252606,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep2","1",-0.32,1.24833054890161,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep3","1",-0.241666666666667,1.18235778602715,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep4","2",1.39,0.38156480224014,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep5","2",0.841666666666667,0.557998571315112,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep6","2",1.19166666666667,0.437796805702943,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep1","1",1.12,0.460093825312438,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep2","1",1.27,0.414659772907221,FALSE,FALSE
"pTSA1-mCherry-tTSA1_modE","pTSA1-mCherry","pTSA1","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep3","1",1.10833333333333,0.463829558470655,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_WT","tTSA1","WT","bio_rep4","2",1.02833333333333,0.490276211049101,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_WT","tTSA1","WT","bio_rep5","2",0.358333333333333,0.780065226013374,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_WT","tTSA1","WT","bio_rep6","2",0.43,0.742261785314525,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_WT","tTSA1","WT","bio_rep1","1",0.421666666666667,0.746561664093771,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_WT","tTSA1","WT","bio_rep2","1",-0.245000000000001,1.18509277094158,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_WT","tTSA1","WT","bio_rep3","1",-0.826666666666666,1.77358277832638,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_WT","tTSA1","WT","bio_rep4","2",-0.221666666666666,1.16607991699233,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_WT","tTSA1","WT","bio_rep5","2",0.0483333333333338,0.967052867143425,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_WT","tTSA1","WT","bio_rep6","2",-0.289999999999999,1.22264027769207,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_WT","tTSA1","WT","bio_rep1","1",-0.428333333333333,1.34567809026404,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_WT","tTSA1","WT","bio_rep2","1",-0.465,1.38031735339663,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_WT","tTSA1","WT","bio_rep3","1",-0.0666666666666664,1.04729412282063,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_WT","tTSA1","WT","bio_rep4","2",0.178333333333335,0.883723324030175,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_WT","tTSA1","WT","bio_rep5","2",0.508333333333333,0.703034145811175,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_WT","tTSA1","WT","bio_rep6","2",0.26,0.835087919428369,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_WT","tTSA1","WT","bio_rep1","1",1.18166666666667,0.440841923299681,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_WT","tTSA1","WT","bio_rep2","1",0.545,0.685391402489852,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_WT","tTSA1","WT","bio_rep3","1",0.543333333333335,0.686183655221889,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_WT","tTSA1","WT","bio_rep4","2",0.318333333333333,0.801995844557939,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_WT","tTSA1","WT","bio_rep5","2",-0.00166666666666693,1.00115591285382,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_WT","tTSA1","WT","bio_rep6","2",0.35,0.784584097896751,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_WT","tTSA1","WT","bio_rep1","1",0.351666666666667,0.783678234152632,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_WT","tTSA1","WT","bio_rep2","1",0.465,0.72447107727744,FALSE,FALSE
"pPGK1-mCherry-tTSA1_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_WT","tTSA1","WT","bio_rep3","1",0.143333333333334,0.905424761308343,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_mod0","tTSA1","mod0","bio_rep4","2",0.126666666666667,0.915945290270249,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_mod0","tTSA1","mod0","bio_rep5","2",-0.42,1.33792755478611,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_mod0","tTSA1","mod0","bio_rep6","2",0.219999999999999,0.858565436437754,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_mod0","tTSA1","mod0","bio_rep1","1",-0.869999999999999,1.8276629004588,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_mod0","tTSA1","mod0","bio_rep2","1",-0.266666666666667,1.20302503608212,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_mod0","tTSA1","mod0","bio_rep3","1",-0.301666666666666,1.23256750899721,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep4","2",-0.423333333333334,1.34102239775344,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep5","2",-0.0800000000000001,1.05701804056138,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep6","2",-0.35,1.27456062731926,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep1","1",-0.119999999999999,1.08673486252606,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep2","1",-0.626666666666667,1.54399348672434,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep3","1",-0.471666666666666,1.38671053394907,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep4","2",0.276666666666667,0.825496116582272,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep5","2",0.32,0.801069877589622,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep6","2",0.309999999999999,0.806641759222127,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep1","1",0.83,0.562529242344405,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep2","1",0.333333333333332,0.7937005259841,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep3","1",0.418333333333335,0.748288582047981,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep4","2",0.426666666666668,0.743978756953217,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep5","2",0.0899999999999999,0.939522749214012,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep6","2",0.32,0.801069877589622,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep1","1",0.200000000000001,0.870550563296123,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep2","1",0.743333333333332,0.59735756757801,FALSE,FALSE
"pPGK1-mCherry-tTSA1_mod0","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_mod0","tTSA1","mod0","bio_rep3","1",0.378333333333334,0.769325837532393,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modA","tTSA1","modA","bio_rep4","2",1.34,0.395020655931689,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modA","tTSA1","modA","bio_rep5","2",0.835000000000001,0.560583039014254,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modA","tTSA1","modA","bio_rep6","2",0.615,0.652929893544459,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modA","tTSA1","modA","bio_rep1","1",0.17,0.88884268116657,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modA","tTSA1","modA","bio_rep2","1",0.466666666666667,0.723634618720189,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modA","tTSA1","modA","bio_rep3","1",0.448333333333334,0.732889025710334,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modA","tTSA1","modA","bio_rep4","2",-0.450000000000001,1.3660402567544,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modA","tTSA1","modA","bio_rep5","2",-0.195,1.14472416059868,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modA","tTSA1","modA","bio_rep6","2",-0.484999999999999,1.3995858655952,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modA","tTSA1","modA","bio_rep1","1",-0.17,1.12505848468881,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modA","tTSA1","modA","bio_rep2","1",-0.583333333333332,1.49830707687668,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modA","tTSA1","modA","bio_rep3","1",-0.421666666666667,1.33947408244417,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modA","tTSA1","modA","bio_rep4","2",0.209999999999999,0.864537231307866,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modA","tTSA1","modA","bio_rep5","2",0.625,0.648419777325505,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modA","tTSA1","modA","bio_rep6","2",-0.0149999999999988,1.01045144648676,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modA","tTSA1","modA","bio_rep1","1",0.48,0.716977624007913,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modA","tTSA1","modA","bio_rep2","1",0.546666666666667,0.684600064475596,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modA","tTSA1","modA","bio_rep3","1",0.598333333333334,0.660516573463839,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modA","tTSA1","modA","bio_rep4","2",0.279999999999999,0.823591017267573,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modA","tTSA1","modA","bio_rep5","2",0.225,0.855595025682602,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modA","tTSA1","modA","bio_rep6","2",0.405000000000001,0.755236292781412,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modA","tTSA1","modA","bio_rep1","1",0.26,0.835087919428369,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modA","tTSA1","modA","bio_rep2","1",0.506666666666668,0.703846792016994,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modA","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modA","tTSA1","modA","bio_rep3","1",0.448333333333334,0.732889025710334,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modB","tTSA1","modB","bio_rep4","2",0.324999999999999,0.79829838635665,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modB","tTSA1","modB","bio_rep5","2",0.168333333333333,0.889870105846758,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modB","tTSA1","modB","bio_rep6","2",0.66,0.63287829698514,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modB","tTSA1","modB","bio_rep1","1",-0.338333333333333,1.26429517892194,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modB","tTSA1","modB","bio_rep2","1",-0.323333333333334,1.25121813949375,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modB","tTSA1","modB","bio_rep3","1",-0.225000000000001,1.16877724856125,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modB","tTSA1","modB","bio_rep4","2",-0.435,1.35191083302813,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modB","tTSA1","modB","bio_rep5","2",-0.0716666666666672,1.05093006463054,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modB","tTSA1","modB","bio_rep6","2",-0.24,1.18099266142953,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modB","tTSA1","modB","bio_rep1","1",-0.448333333333332,1.36446305636897,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modB","tTSA1","modB","bio_rep2","1",-0.183333333333334,1.13550442907088,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tTSA1_modB","tTSA1","modB","bio_rep3","1",-0.265000000000001,1.20163604952685,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modB","tTSA1","modB","bio_rep4","2",0.515000000000001,0.699792932797598,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modB","tTSA1","modB","bio_rep5","2",0.688333333333334,0.620570347002165,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modB","tTSA1","modB","bio_rep6","2",0.6,0.659753955386447,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modB","tTSA1","modB","bio_rep1","1",0.631666666666668,0.645430354076221,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modB","tTSA1","modB","bio_rep2","1",0.866666666666667,0.548412489847313,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","TSA1-ORF","tTSA1_modB","tTSA1","modB","bio_rep3","1",0.824999999999999,0.564482202403066,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modB","tTSA1","modB","bio_rep4","2",0.445,0.734584316639154,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modB","tTSA1","modB","bio_rep5","2",0.108333333333334,0.927659116941309,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modB","tTSA1","modB","bio_rep6","2",0.0700000000000003,0.952637998043937,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modB","tTSA1","modB","bio_rep1","1",0.461666666666668,0.726146896129155,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modB","tTSA1","modB","bio_rep2","1",0.156666666666666,0.897095408769831,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modB","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tTSA1_modB","tTSA1","modB","bio_rep3","1",0.125,0.917004043204671,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modC","tTSA1","modC","bio_rep4","2",-0.353333333333332,1.27750889232791,FALSE,FALSE
"pPGK1-mCherry-tTSA1_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tTSA1_modC","tTSA1","modC","bio_rep5","2",0.126666666666665,0.91594529027025,FALSE,FALSE
