"Include","Color","Pos","Name","Cp","Concentration","Standard","Status","Well","Cq","ExpRep","WellR","WellC","SampleID","Strain","Pro_mCh","Promoter","mCherry","BioRep","Ter_mod","Terminator","Construct","remove","Type","TechRep","TargetID","norm.by","Value.norm","Value.normexp"
TRUE,255,"L12","Sample 276",13.88,NA,0,NA,"L12",13.88,"1","L","12","pPGK1-mCherry-tRPS3_modB_BioRep3","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep3","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","PGK1-ORF",13.88,0,1
TRUE,255,"A10","Sample 10",13,NA,0,NA,"A10",13,"2","A","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","mCh-7",13.96,-0.960000000000001,1.94530989482457
TRUE,255,"B10","Sample 34",14.41,NA,0,NA,"B10",14.41,"2","B","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","URA3-ORF",13.96,0.449999999999999,0.732042847972813
TRUE,255,"C10","Sample 58",14.67,NA,0,NA,"C10",14.67,"2","C","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","RPS3-ORF",13.96,0.709999999999999,0.611320138846035
TRUE,255,"D10","Sample 82",14.34,NA,0,NA,"D10",14.34,"2","D","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","PGK1-ORF",13.96,0.379999999999999,0.768437590644007
TRUE,255,"E10","Sample 106",12.84,NA,0,NA,"E10",12.84,"2","E","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","mCh-7",13.96,-1.12,2.17346972505212
TRUE,255,"F10","Sample 130",13.43,NA,0,NA,"F10",13.43,"2","F","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","URA3-ORF",13.96,-0.530000000000001,1.4439291955225
TRUE,255,"G10","Sample 154",14.45,NA,0,NA,"G10",14.45,"2","G","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","RPS3-ORF",13.96,0.489999999999998,0.712025097798537
TRUE,255,"H10","Sample 178",13.69,NA,0,NA,"H10",13.69,"2","H","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","PGK1-ORF",13.96,-0.270000000000001,1.20580782769076
TRUE,255,"I10","Sample 202",12.74,NA,0,NA,"I10",12.74,"2","I","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","mCh-7",13.96,-1.22,2.32946717293691
TRUE,255,"J10","Sample 226",13.78,NA,0,NA,"J10",13.78,"2","J","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","URA3-ORF",13.96,-0.180000000000001,1.1328838852958
TRUE,255,"K10","Sample 250",13.96,NA,0,NA,"K10",13.96,"2","K","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","RPS3-ORF",13.96,0,1
TRUE,255,"L10","Sample 274",13.78,NA,0,NA,"L10",13.78,"2","L","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep4","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","PGK1-ORF",13.96,-0.180000000000001,1.1328838852958
TRUE,255,"A11","Sample 11",12.63,NA,0,NA,"A11",12.63,"2","A","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","mCh-7",13.83,-1.2,2.29739670999407
TRUE,255,"B11","Sample 35",14.32,NA,0,NA,"B11",14.32,"2","B","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","URA3-ORF",13.83,0.49,0.712025097798536
TRUE,255,"C11","Sample 59",14.43,NA,0,NA,"C11",14.43,"2","C","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","RPS3-ORF",13.83,0.6,0.659753955386447
TRUE,255,"D11","Sample 83",13.71,NA,0,NA,"D11",13.71,"2","D","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","PGK1-ORF",13.83,-0.119999999999999,1.08673486252606
TRUE,255,"E11","Sample 107",12.72,NA,0,NA,"E11",12.72,"2","E","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","mCh-7",13.83,-1.11,2.15845647300885
TRUE,255,"F11","Sample 131",13.77,NA,0,NA,"F11",13.77,"2","F","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","URA3-ORF",13.83,-0.0600000000000005,1.04246576084112
TRUE,255,"G11","Sample 155",14.32,NA,0,NA,"G11",14.32,"2","G","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","RPS3-ORF",13.83,0.49,0.712025097798536
TRUE,255,"H11","Sample 179",13.54,NA,0,NA,"H11",13.54,"2","H","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","PGK1-ORF",13.83,-0.290000000000001,1.22264027769207
TRUE,255,"I11","Sample 203",12.31,NA,0,NA,"I11",12.31,"2","I","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","mCh-7",13.83,-1.52,2.86791049603165
TRUE,255,"J11","Sample 227",13.83,NA,0,NA,"J11",13.83,"2","J","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","URA3-ORF",13.83,0,1
TRUE,255,"K11","Sample 251",14.26,NA,0,NA,"K11",14.26,"2","K","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","RPS3-ORF",13.83,0.43,0.742261785314525
TRUE,255,"L11","Sample 275",13.58,NA,0,NA,"L11",13.58,"2","L","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep5","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","PGK1-ORF",13.83,-0.25,1.18920711500272
TRUE,255,"A12","Sample 12",12.76,NA,0,NA,"A12",12.76,"2","A","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","mCh-7",13.67,-0.91,1.87904549842802
TRUE,255,"B12","Sample 36",13.93,NA,0,NA,"B12",13.93,"2","B","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","URA3-ORF",13.67,0.26,0.835087919428369
TRUE,255,"C12","Sample 60",14.37,NA,0,NA,"C12",14.37,"2","C","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","RPS3-ORF",13.67,0.699999999999999,0.615572206672458
TRUE,255,"D12","Sample 84",13.67,NA,0,NA,"D12",13.67,"2","D","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","1","PGK1-ORF",13.67,0,1
TRUE,255,"E12","Sample 108",12.73,NA,0,NA,"E12",12.73,"2","E","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","mCh-7",13.67,-0.94,1.91852823865053
TRUE,255,"F12","Sample 132",13.57,NA,0,NA,"F12",13.57,"2","F","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","URA3-ORF",13.67,-0.0999999999999996,1.07177346253629
TRUE,255,"G12","Sample 156",13.84,NA,0,NA,"G12",13.84,"2","G","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","RPS3-ORF",13.67,0.17,0.88884268116657
TRUE,255,"H12","Sample 180",13.36,NA,0,NA,"H12",13.36,"2","H","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","2","PGK1-ORF",13.67,-0.31,1.23970769993899
TRUE,255,"I12","Sample 204",12.48,NA,0,NA,"I12",12.48,"2","I","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","mCh-7",13.67,-1.19,2.28152743173685
TRUE,255,"J12","Sample 228",13.25,NA,0,NA,"J12",13.25,"2","J","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","URA3-ORF",13.67,-0.42,1.33792755478611
TRUE,255,"K12","Sample 252",13.97,NA,0,NA,"K12",13.97,"2","K","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","RPS3-ORF",13.67,0.300000000000001,0.812252396356235
TRUE,255,"L12","Sample 276",13.64,NA,0,NA,"L12",13.64,"2","L","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","BioRep6","tRPS3_modB","tRPS3","modB",FALSE,"+RT","3","PGK1-ORF",13.67,-0.0299999999999994,1.02101212570719
TRUE,255,"A13","Sample 13",12.34,NA,0,NA,"A13",12.34,"1","A","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","mCh-7",14.22,-1.88,3.6807506024995
TRUE,255,"B13","Sample 37",14.25,NA,0,NA,"B13",14.25,"1","B","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","URA3-ORF",14.22,0.0299999999999994,0.979420297586927
TRUE,255,"C13","Sample 61",14.53,NA,0,NA,"C13",14.53,"1","C","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","RPS3-ORF",14.22,0.309999999999999,0.806641759222127
TRUE,255,"D13","Sample 85",13.9,NA,0,NA,"D13",13.9,"1","D","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","1","PGK1-ORF",14.22,-0.32,1.24833054890161
TRUE,255,"E13","Sample 109",11.93,NA,0,NA,"E13",11.93,"1","E","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","mCh-7",14.22,-2.29,4.89056111076828
TRUE,255,"F13","Sample 133",13.95,NA,0,NA,"F13",13.95,"1","F","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","URA3-ORF",14.22,-0.270000000000001,1.20580782769076
TRUE,255,"G13","Sample 157",14.22,NA,0,NA,"G13",14.22,"1","G","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","RPS3-ORF",14.22,0,1
TRUE,255,"H13","Sample 181",13.87,NA,0,NA,"H13",13.87,"1","H","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","2","PGK1-ORF",14.22,-0.350000000000001,1.27456062731926
TRUE,255,"I13","Sample 205",11.55,NA,0,NA,"I13",11.55,"1","I","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","mCh-7",14.22,-2.67,6.36429187003935
TRUE,255,"J13","Sample 229",13.75,NA,0,NA,"J13",13.75,"1","J","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","URA3-ORF",14.22,-0.470000000000001,1.38510946811093
TRUE,255,"K13","Sample 253",14.23,NA,0,NA,"K13",14.23,"1","K","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","RPS3-ORF",14.22,0.00999999999999979,0.993092495437036
TRUE,255,"L13","Sample 277",14.36,NA,0,NA,"L13",14.36,"1","L","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","BioRep1","tRPS3_modC","tRPS3","modC",FALSE,"+RT","3","PGK1-ORF",14.22,0.139999999999999,0.907519155317162
