"Include","Color","Pos","Name","Cp","Concentration","Standard","Status","Well","Cq","ExpRep","WellR","WellC","SampleID","Strain","Pro_mCh","Promoter","mCherry","Ter_mod","Terminator","Construct","BioRep","remove","Type","TechRep","TargetID","norm.by","Value.norm","Value.normexp","Value.norm.mod0"
TRUE,255,"A9","Sample 9",11.74,NA,0,NA,"A9",11.74,"1","A","9","pPGK1-mCherry-tRPS3_modA_BioRep3","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep3",FALSE,"+RT","1","mCh-7",13.77,-2.03,4.08404850282877,0.205000000000001
TRUE,255,"E9","Sample 105",11.8,NA,0,NA,"E9",11.8,"1","E","9","pPGK1-mCherry-tRPS3_modA_BioRep3","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep3",FALSE,"+RT","2","mCh-7",13.77,-1.97,3.9176811903477,0.265000000000001
TRUE,255,"I9","Sample 201",11.45,NA,0,NA,"I9",11.45,"1","I","9","pPGK1-mCherry-tRPS3_modA_BioRep3","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep3",FALSE,"+RT","3","mCh-7",13.77,-2.32,4.99332219560645,-0.085
TRUE,255,"A7","Sample 7",10.74,NA,0,NA,"A7",10.74,"2","A","7","pPGK1-mCherry-tRPS3_modA_BioRep4","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep4",FALSE,"+RT","1","mCh-7",13.55,-2.81,7.01284577052828,-0.575
TRUE,255,"E7","Sample 103",10.87,NA,0,NA,"E7",10.87,"2","E","7","pPGK1-mCherry-tRPS3_modA_BioRep4","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep4",FALSE,"+RT","2","mCh-7",13.55,-2.68,6.40855902071698,-0.445000000000001
TRUE,255,"I7","Sample 199",10.47,NA,0,NA,"I7",10.47,"2","I","7","pPGK1-mCherry-tRPS3_modA_BioRep4","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep4",FALSE,"+RT","3","mCh-7",13.55,-3.08,8.45614432449104,-0.845
TRUE,255,"A8","Sample 8",11.41,NA,0,NA,"A8",11.41,"2","A","8","pPGK1-mCherry-tRPS3_modA_BioRep5","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep5",FALSE,"+RT","1","mCh-7",13.67,-2.26,4.78991481847571,-0.0249999999999995
TRUE,255,"E8","Sample 104",11.5,NA,0,NA,"E8",11.5,"2","E","8","pPGK1-mCherry-tRPS3_modA_BioRep5","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep5",FALSE,"+RT","2","mCh-7",13.67,-2.17,4.50023393875524,0.0650000000000004
TRUE,255,"I8","Sample 200",11.16,NA,0,NA,"I8",11.16,"2","I","8","pPGK1-mCherry-tRPS3_modA_BioRep5","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep5",FALSE,"+RT","3","mCh-7",13.67,-2.51,5.69620078238829,-0.274999999999999
TRUE,255,"A9","Sample 9",11.87,NA,0,NA,"A9",11.87,"2","A","9","pPGK1-mCherry-tRPS3_modA_BioRep6","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep6",FALSE,"+RT","1","mCh-7",14.09,-2.22,4.65893434587383,0.0149999999999997
TRUE,255,"E9","Sample 105",12.37,NA,0,NA,"E9",12.37,"2","E","9","pPGK1-mCherry-tRPS3_modA_BioRep6","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep6",FALSE,"+RT","2","mCh-7",14.09,-1.72,3.29436406907029,0.515
TRUE,255,"I9","Sample 201",11.58,NA,0,NA,"I9",11.58,"2","I","9","pPGK1-mCherry-tRPS3_modA_BioRep6","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep6",FALSE,"+RT","3","mCh-7",14.09,-2.51,5.69620078238829,-0.274999999999999
TRUE,255,"A10","Sample 10",12.19,NA,0,NA,"A10",12.19,"1","A","10","pPGK1-mCherry-tRPS3_modB_BioRep1","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep1",FALSE,"+RT","1","mCh-7",13.58,-1.39,2.62078680771673,0.845
TRUE,255,"E10","Sample 106",11.94,NA,0,NA,"E10",11.94,"1","E","10","pPGK1-mCherry-tRPS3_modB_BioRep1","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep1",FALSE,"+RT","2","mCh-7",13.58,-1.64,3.116658318642,0.595
TRUE,255,"I10","Sample 202",11.71,NA,0,NA,"I10",11.71,"1","I","10","pPGK1-mCherry-tRPS3_modB_BioRep1","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep1",FALSE,"+RT","3","mCh-7",13.58,-1.87,3.6553258009176,0.365000000000001
TRUE,255,"A11","Sample 11",11.57,NA,0,NA,"A11",11.57,"1","A","11","pPGK1-mCherry-tRPS3_modB_BioRep2","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep2",FALSE,"+RT","1","mCh-7",12.99,-1.42,2.67585510957222,0.815
TRUE,255,"E11","Sample 107",11.62,NA,0,NA,"E11",11.62,"1","E","11","pPGK1-mCherry-tRPS3_modB_BioRep2","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep2",FALSE,"+RT","2","mCh-7",12.99,-1.37,2.58470566127499,0.864999999999999
TRUE,255,"I11","Sample 203",11.29,NA,0,NA,"I11",11.29,"1","I","11","pPGK1-mCherry-tRPS3_modB_BioRep2","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep2",FALSE,"+RT","3","mCh-7",12.99,-1.7,3.24900958542494,0.534999999999999
TRUE,255,"A12","Sample 12",13.31,NA,0,NA,"A12",13.31,"1","A","12","pPGK1-mCherry-tRPS3_modB_BioRep3","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep3",FALSE,"+RT","1","mCh-7",13.88,-0.57,1.48452357062905,1.665
TRUE,255,"E12","Sample 108",12.92,NA,0,NA,"E12",12.92,"1","E","12","pPGK1-mCherry-tRPS3_modB_BioRep3","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep3",FALSE,"+RT","2","mCh-7",13.88,-0.960000000000001,1.94530989482457,1.275
TRUE,255,"I12","Sample 204",12.64,NA,0,NA,"I12",12.64,"1","I","12","pPGK1-mCherry-tRPS3_modB_BioRep3","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep3",FALSE,"+RT","3","mCh-7",13.88,-1.24,2.36198532285906,0.995
TRUE,255,"A10","Sample 10",13,NA,0,NA,"A10",13,"2","A","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep4",FALSE,"+RT","1","mCh-7",13.96,-0.960000000000001,1.94530989482457,1.275
TRUE,255,"E10","Sample 106",12.84,NA,0,NA,"E10",12.84,"2","E","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep4",FALSE,"+RT","2","mCh-7",13.96,-1.12,2.17346972505212,1.115
TRUE,255,"I10","Sample 202",12.74,NA,0,NA,"I10",12.74,"2","I","10","pPGK1-mCherry-tRPS3_modB_BioRep4","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep4",FALSE,"+RT","3","mCh-7",13.96,-1.22,2.32946717293691,1.015
TRUE,255,"A11","Sample 11",12.63,NA,0,NA,"A11",12.63,"2","A","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep5",FALSE,"+RT","1","mCh-7",13.83,-1.2,2.29739670999407,1.035
TRUE,255,"E11","Sample 107",12.72,NA,0,NA,"E11",12.72,"2","E","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep5",FALSE,"+RT","2","mCh-7",13.83,-1.11,2.15845647300885,1.125
TRUE,255,"I11","Sample 203",12.31,NA,0,NA,"I11",12.31,"2","I","11","pPGK1-mCherry-tRPS3_modB_BioRep5","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep5",FALSE,"+RT","3","mCh-7",13.83,-1.52,2.86791049603165,0.715000000000001
TRUE,255,"A12","Sample 12",12.76,NA,0,NA,"A12",12.76,"2","A","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep6",FALSE,"+RT","1","mCh-7",13.67,-0.91,1.87904549842802,1.325
TRUE,255,"E12","Sample 108",12.73,NA,0,NA,"E12",12.73,"2","E","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep6",FALSE,"+RT","2","mCh-7",13.67,-0.94,1.91852823865053,1.295
TRUE,255,"I12","Sample 204",12.48,NA,0,NA,"I12",12.48,"2","I","12","pPGK1-mCherry-tRPS3_modB_BioRep6","pPGK1-mCherry-tRPS3_modB","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modB","tRPS3","modB","BioRep6",FALSE,"+RT","3","mCh-7",13.67,-1.19,2.28152743173685,1.045
TRUE,255,"A13","Sample 13",12.34,NA,0,NA,"A13",12.34,"1","A","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep1",FALSE,"+RT","1","mCh-7",14.22,-1.88,3.6807506024995,0.355
TRUE,255,"E13","Sample 109",11.93,NA,0,NA,"E13",11.93,"1","E","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep1",FALSE,"+RT","2","mCh-7",14.22,-2.29,4.89056111076828,-0.0550000000000006
TRUE,255,"I13","Sample 205",11.55,NA,0,NA,"I13",11.55,"1","I","13","pPGK1-mCherry-tRPS3_modC_BioRep1","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep1",FALSE,"+RT","3","mCh-7",14.22,-2.67,6.36429187003935,-0.435
TRUE,255,"A14","Sample 14",11.8,NA,0,NA,"A14",11.8,"1","A","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep2",FALSE,"+RT","1","mCh-7",13.88,-2.08,4.22807216224552,0.155
TRUE,255,"E14","Sample 110",11.79,NA,0,NA,"E14",11.79,"1","E","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep2",FALSE,"+RT","2","mCh-7",13.88,-2.09,4.25748072981344,0.144999999999999
TRUE,255,"I14","Sample 206",11.51,NA,0,NA,"I14",11.51,"1","I","14","pPGK1-mCherry-tRPS3_modC_BioRep2","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep2",FALSE,"+RT","3","mCh-7",13.88,-2.37,5.16941132254997,-0.135000000000001
TRUE,255,"A15","Sample 15",12.54,NA,0,NA,"A15",12.54,"1","A","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep3",FALSE,"+RT","1","mCh-7",13.89,-1.35,2.54912125463853,0.884999999999999
TRUE,255,"E15","Sample 111",11.96,NA,0,NA,"E15",11.96,"1","E","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep3",FALSE,"+RT","2","mCh-7",13.89,-1.93,3.81055199217575,0.305000000000001
TRUE,255,"I15","Sample 207",11.77,NA,0,NA,"I15",11.77,"1","I","15","pPGK1-mCherry-tRPS3_modC_BioRep3","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep3",FALSE,"+RT","3","mCh-7",13.89,-2.12,4.34693945010424,0.114999999999999
TRUE,255,"A13","Sample 13",11.56,NA,0,NA,"A13",11.56,"2","A","13","pPGK1-mCherry-tRPS3_modC_BioRep4","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep4",FALSE,"+RT","1","mCh-7",13.96,-2.4,5.27803164309158,-0.165
TRUE,255,"E13","Sample 109",11.24,NA,0,NA,"E13",11.24,"2","E","13","pPGK1-mCherry-tRPS3_modC_BioRep4","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep4",FALSE,"+RT","2","mCh-7",13.96,-2.72,6.58872813814059,-0.485
TRUE,255,"I13","Sample 205",10.94,NA,0,NA,"I13",10.94,"2","I","13","pPGK1-mCherry-tRPS3_modC_BioRep4","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep4",FALSE,"+RT","3","mCh-7",13.96,-3.02,8.11167583832024,-0.785000000000001
TRUE,255,"A14","Sample 14",11.2,NA,0,NA,"A14",11.2,"2","A","14","pPGK1-mCherry-tRPS3_modC_BioRep5","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep5",FALSE,"+RT","1","mCh-7",13.45,-2.25,4.75682846001088,-0.0149999999999997
TRUE,255,"E14","Sample 110",11.17,NA,0,NA,"E14",11.17,"2","E","14","pPGK1-mCherry-tRPS3_modC_BioRep5","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep5",FALSE,"+RT","2","mCh-7",13.45,-2.28,4.85677953758019,-0.044999999999999
TRUE,255,"I14","Sample 206",10.83,NA,0,NA,"I14",10.83,"2","I","14","pPGK1-mCherry-tRPS3_modC_BioRep5","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep5",FALSE,"+RT","3","mCh-7",13.45,-2.62,6.14750072515205,-0.384999999999999
TRUE,255,"A15","Sample 15",11.44,NA,0,NA,"A15",11.44,"2","A","15","pPGK1-mCherry-tRPS3_modC_BioRep6","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep6",FALSE,"+RT","1","mCh-7",12.99,-1.55,2.92817139189125,0.685
TRUE,255,"E15","Sample 111",10.72,NA,0,NA,"E15",10.72,"2","E","15","pPGK1-mCherry-tRPS3_modC_BioRep6","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep6",FALSE,"+RT","2","mCh-7",12.99,-2.27,4.82323131076304,-0.0349999999999993
TRUE,255,"I15","Sample 207",10.57,NA,0,NA,"I15",10.57,"2","I","15","pPGK1-mCherry-tRPS3_modC_BioRep6","pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modC","tRPS3","modC","BioRep6",FALSE,"+RT","3","mCh-7",12.99,-2.42,5.35171021914445,-0.185
TRUE,255,"A16","Sample 16",12.91,NA,0,NA,"A16",12.91,"1","A","16","pPGK1-mCherry-tRPS3_modD_BioRep1","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep1",FALSE,"+RT","1","mCh-7",13.81,-0.9,1.86606598307362,1.335
TRUE,255,"E16","Sample 112",12.45,NA,0,NA,"E16",12.45,"1","E","16","pPGK1-mCherry-tRPS3_modD_BioRep1","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep1",FALSE,"+RT","2","mCh-7",13.81,-1.36,2.56685179512581,0.874999999999999
TRUE,255,"I16","Sample 208",12.53,NA,0,NA,"I16",12.53,"1","I","16","pPGK1-mCherry-tRPS3_modD_BioRep1","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep1",FALSE,"+RT","3","mCh-7",13.81,-1.28,2.4283897687901,0.954999999999999
TRUE,255,"A17","Sample 17",12.79,NA,0,NA,"A17",12.79,"1","A","17","pPGK1-mCherry-tRPS3_modD_BioRep2","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep2",FALSE,"+RT","1","mCh-7",13.72,-0.930000000000001,1.90527599608788,1.305
TRUE,255,"E17","Sample 113",12.41,NA,0,NA,"E17",12.41,"1","E","17","pPGK1-mCherry-tRPS3_modD_BioRep2","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep2",FALSE,"+RT","2","mCh-7",13.72,-1.31,2.47941539987797,0.925
TRUE,255,"I17","Sample 209",12.29,NA,0,NA,"I17",12.29,"1","I","17","pPGK1-mCherry-tRPS3_modD_BioRep2","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep2",FALSE,"+RT","3","mCh-7",13.72,-1.43,2.69446715373138,0.804999999999999
TRUE,255,"A18","Sample 18",12.58,NA,0,NA,"A18",12.58,"1","A","18","pPGK1-mCherry-tRPS3_modD_BioRep3","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep3",FALSE,"+RT","1","mCh-7",13.44,-0.859999999999999,1.81503831063432,1.375
TRUE,255,"E18","Sample 114",12.22,NA,0,NA,"E18",12.22,"1","E","18","pPGK1-mCherry-tRPS3_modD_BioRep3","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep3",FALSE,"+RT","2","mCh-7",13.44,-1.22,2.32946717293691,1.015
TRUE,255,"I18","Sample 210",12.26,NA,0,NA,"I18",12.26,"1","I","18","pPGK1-mCherry-tRPS3_modD_BioRep3","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep3",FALSE,"+RT","3","mCh-7",13.44,-1.18,2.2657677705916,1.055
TRUE,255,"A16","Sample 16",12,NA,0,NA,"A16",12,"2","A","16","pPGK1-mCherry-tRPS3_modD_BioRep4","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep4",FALSE,"+RT","1","mCh-7",12.89,-0.890000000000001,1.85317612378074,1.345
TRUE,255,"E16","Sample 112",11.44,NA,0,NA,"E16",11.44,"2","E","16","pPGK1-mCherry-tRPS3_modD_BioRep4","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep4",FALSE,"+RT","2","mCh-7",12.89,-1.45,2.73208051350879,0.784999999999999
TRUE,255,"I16","Sample 208",11.37,NA,0,NA,"I16",11.37,"2","I","16","pPGK1-mCherry-tRPS3_modD_BioRep4","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep4",FALSE,"+RT","3","mCh-7",12.89,-1.52,2.86791049603166,0.714999999999999
TRUE,255,"A17","Sample 17",12.17,NA,0,NA,"A17",12.17,"2","A","17","pPGK1-mCherry-tRPS3_modD_BioRep5","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep5",FALSE,"+RT","1","mCh-7",13.69,-1.52,2.86791049603165,0.715000000000001
TRUE,255,"E17","Sample 113",11.34,NA,0,NA,"E17",11.34,"2","E","17","pPGK1-mCherry-tRPS3_modD_BioRep5","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep5",FALSE,"+RT","2","mCh-7",13.69,-2.35,5.09824250927705,-0.114999999999999
TRUE,255,"I17","Sample 209",11.51,NA,0,NA,"I17",11.51,"2","I","17","pPGK1-mCherry-tRPS3_modD_BioRep5","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep5",FALSE,"+RT","3","mCh-7",13.69,-2.18,4.53153554118319,0.0550000000000006
TRUE,255,"A18","Sample 18",11.72,NA,0,NA,"A18",11.72,"2","A","18","pPGK1-mCherry-tRPS3_modD_BioRep6","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep6",FALSE,"+RT","1","mCh-7",12.95,-1.23,2.34566989846376,1.005
TRUE,255,"E18","Sample 114",11.5,NA,0,NA,"E18",11.5,"2","E","18","pPGK1-mCherry-tRPS3_modD_BioRep6","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep6",FALSE,"+RT","2","mCh-7",12.95,-1.45,2.73208051350879,0.785000000000001
TRUE,255,"I18","Sample 210",11.4,NA,0,NA,"I18",11.4,"2","I","18","pPGK1-mCherry-tRPS3_modD_BioRep6","pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modD","tRPS3","modD","BioRep6",FALSE,"+RT","3","mCh-7",12.95,-1.55,2.92817139189125,0.685000000000001
TRUE,255,"A19","Sample 19",11.96,NA,0,NA,"A19",11.96,"1","A","19","pPGK1-mCherry-tRPS3_modE_BioRep1","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep1",FALSE,"+RT","1","mCh-7",13,-1.04,2.05622765331213,1.195
TRUE,255,"E19","Sample 115",11.6,NA,0,NA,"E19",11.6,"1","E","19","pPGK1-mCherry-tRPS3_modE_BioRep1","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep1",FALSE,"+RT","2","mCh-7",13,-1.4,2.63901582154579,0.835
TRUE,255,"I19","Sample 211",11.21,NA,0,NA,"I19",11.21,"1","I","19","pPGK1-mCherry-tRPS3_modE_BioRep1","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep1",FALSE,"+RT","3","mCh-7",13,-1.79,3.45814892523146,0.445000000000001
TRUE,255,"A20","Sample 20",11.67,NA,0,NA,"A20",11.67,"1","A","20","pPGK1-mCherry-tRPS3_modE_BioRep2","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep2",FALSE,"+RT","1","mCh-7",12.27,-0.6,1.5157165665104,1.635
TRUE,255,"E20","Sample 116",11.16,NA,0,NA,"E20",11.16,"1","E","20","pPGK1-mCherry-tRPS3_modE_BioRep2","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep2",FALSE,"+RT","2","mCh-7",12.27,-1.11,2.15845647300885,1.125
TRUE,255,"I20","Sample 212",10.78,NA,0,NA,"I20",10.78,"1","I","20","pPGK1-mCherry-tRPS3_modE_BioRep2","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep2",FALSE,"+RT","3","mCh-7",12.27,-1.49,2.80888975147599,0.745
TRUE,255,"A21","Sample 21",11.88,NA,0,NA,"A21",11.88,"1","A","21","pPGK1-mCherry-tRPS3_modE_BioRep3","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep3",FALSE,"+RT","1","mCh-7",13.31,-1.43,2.69446715373138,0.805000000000001
TRUE,255,"E21","Sample 117",11.46,NA,0,NA,"E21",11.46,"1","E","21","pPGK1-mCherry-tRPS3_modE_BioRep3","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep3",FALSE,"+RT","2","mCh-7",13.31,-1.85,3.60500185044332,0.385000000000001
TRUE,255,"I21","Sample 213",11.57,NA,0,NA,"I21",11.57,"1","I","21","pPGK1-mCherry-tRPS3_modE_BioRep3","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep3",FALSE,"+RT","3","mCh-7",13.31,-1.74,3.34035167771348,0.495
TRUE,255,"A19","Sample 19",11.68,NA,0,NA,"A19",11.68,"2","A","19","pPGK1-mCherry-tRPS3_modE_BioRep4","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep4",FALSE,"+RT","1","mCh-7",12.34,-0.66,1.58008262372675,1.575
TRUE,255,"E19","Sample 115",10.72,NA,0,NA,"E19",10.72,"2","E","19","pPGK1-mCherry-tRPS3_modE_BioRep4","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep4",FALSE,"+RT","2","mCh-7",12.34,-1.62,3.07375036257602,0.615000000000001
TRUE,255,"I19","Sample 211",10.78,NA,0,NA,"I19",10.78,"2","I","19","pPGK1-mCherry-tRPS3_modE_BioRep4","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep4",FALSE,"+RT","3","mCh-7",12.34,-1.56,2.9485384345822,0.675
