"Include","Color","Pos","Name","Cp","Concentration","Standard","Status","Well","Cq","ExpRep","WellR","WellC","SampleID","Strain","Pro_mCh","Promoter","mCherry","Ter_mod","Terminator","Construct","BioRep","remove","Type","TechRep","TargetID","norm.by","Value.norm","Value.normexp","Value.norm.mod0"
TRUE,255,"E16","Sample 112",10.54,NA,0,NA,"E16",10.54,"1","E","16","pRPS3-mCherry-tRPS3_modD_BioRep1","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep1",FALSE,"+RT","2","mCh-7",10.54,0,1,0.864999999999999
TRUE,255,"I16","Sample 208",10.54,NA,0,NA,"I16",10.54,"1","I","16","pRPS3-mCherry-tRPS3_modD_BioRep1","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep1",FALSE,"+RT","3","mCh-7",10.54,0,1,0.864999999999999
TRUE,255,"A17","Sample 17",11.57,NA,0,NA,"A17",11.57,"1","A","17","pRPS3-mCherry-tRPS3_modD_BioRep2","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep2",FALSE,"+RT","1","mCh-7",10.47,1.1,0.466516495768404,1.965
TRUE,255,"E17","Sample 113",10.53,NA,0,NA,"E17",10.53,"1","E","17","pRPS3-mCherry-tRPS3_modD_BioRep2","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep2",FALSE,"+RT","2","mCh-7",10.47,0.0599999999999987,0.959264119325265,0.924999999999998
TRUE,255,"I17","Sample 209",10.49,NA,0,NA,"I17",10.49,"1","I","17","pRPS3-mCherry-tRPS3_modD_BioRep2","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep2",FALSE,"+RT","3","mCh-7",10.47,0.0199999999999996,0.986232704493359,0.884999999999999
TRUE,255,"A18","Sample 18",10.91,NA,0,NA,"A18",10.91,"1","A","18","pRPS3-mCherry-tRPS3_modD_BioRep3","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep3",FALSE,"+RT","1","mCh-7",10.56,0.35,0.784584097896751,1.215
TRUE,255,"E18","Sample 114",10.3,NA,0,NA,"E18",10.3,"1","E","18","pRPS3-mCherry-tRPS3_modD_BioRep3","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep3",FALSE,"+RT","2","mCh-7",10.56,-0.26,1.19747870461893,0.605
TRUE,255,"I18","Sample 210",10.5,NA,0,NA,"I18",10.5,"1","I","18","pRPS3-mCherry-tRPS3_modD_BioRep3","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep3",FALSE,"+RT","3","mCh-7",10.56,-0.0600000000000005,1.04246576084112,0.804999999999999
TRUE,255,"A16","Sample 16",14.89,NA,0,NA,"A16",14.89,"2","A","16","pRPS3-mCherry-tRPS3_modD_BioRep4","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep4",FALSE,"+RT","1","mCh-7",15.37,-0.479999999999999,1.3947436663504,0.385000000000001
TRUE,255,"E16","Sample 112",14.15,NA,0,NA,"E16",14.15,"2","E","16","pRPS3-mCherry-tRPS3_modD_BioRep4","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep4",FALSE,"+RT","2","mCh-7",15.37,-1.22,2.32946717293691,-0.355
TRUE,255,"I16","Sample 208",14.25,NA,0,NA,"I16",14.25,"2","I","16","pRPS3-mCherry-tRPS3_modD_BioRep4","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep4",FALSE,"+RT","3","mCh-7",15.37,-1.12,2.17346972505212,-0.255
TRUE,255,"A17","Sample 17",14.8,NA,0,NA,"A17",14.8,"2","A","17","pRPS3-mCherry-tRPS3_modD_BioRep5","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep5",FALSE,"+RT","1","mCh-7",14.42,0.380000000000001,0.768437590644006,1.245
TRUE,255,"E17","Sample 113",13.78,NA,0,NA,"E17",13.78,"2","E","17","pRPS3-mCherry-tRPS3_modD_BioRep5","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep5",FALSE,"+RT","2","mCh-7",14.42,-0.640000000000001,1.558329159321,0.224999999999999
TRUE,255,"I17","Sample 209",13.61,NA,0,NA,"I17",13.61,"2","I","17","pRPS3-mCherry-tRPS3_modD_BioRep5","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep5",FALSE,"+RT","3","mCh-7",14.42,-0.81,1.75321144263207,0.0549999999999988
TRUE,255,"A18","Sample 18",14.18,NA,0,NA,"A18",14.18,"2","A","18","pRPS3-mCherry-tRPS3_modD_BioRep6","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep6",FALSE,"+RT","1","mCh-7",13.64,0.539999999999999,0.687770909069872,1.405
TRUE,255,"E18","Sample 114",12.84,NA,0,NA,"E18",12.84,"2","E","18","pRPS3-mCherry-tRPS3_modD_BioRep6","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep6",FALSE,"+RT","2","mCh-7",13.64,-0.800000000000001,1.74110112659225,0.0649999999999986
TRUE,255,"I18","Sample 210",12.82,NA,0,NA,"I18",12.82,"2","I","18","pRPS3-mCherry-tRPS3_modD_BioRep6","pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modD","tRPS3","modD","BioRep6",FALSE,"+RT","3","mCh-7",13.64,-0.82,1.76540599258131,0.044999999999999
TRUE,255,"A19","Sample 19",12.79,NA,0,NA,"A19",12.79,"1","A","19","pRPS3-mCherry-tRPS3_modE_BioRep1","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep1",FALSE,"+RT","1","mCh-7",10.64,2.15,0.225312615652708,3.015
TRUE,255,"E19","Sample 115",11.55,NA,0,NA,"E19",11.55,"1","E","19","pRPS3-mCherry-tRPS3_modE_BioRep1","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep1",FALSE,"+RT","2","mCh-7",10.64,0.91,0.53218509122668,1.775
TRUE,255,"I19","Sample 211",11.78,NA,0,NA,"I19",11.78,"1","I","19","pRPS3-mCherry-tRPS3_modE_BioRep1","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep1",FALSE,"+RT","3","mCh-7",10.64,1.14,0.453759577658581,2.005
TRUE,255,"A20","Sample 20",13.72,NA,0,NA,"A20",13.72,"1","A","20","pRPS3-mCherry-tRPS3_modE_BioRep2","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep2",FALSE,"+RT","1","mCh-7",11.85,1.87,0.273573425315185,2.735
TRUE,255,"E20","Sample 116",12.87,NA,0,NA,"E20",12.87,"1","E","20","pRPS3-mCherry-tRPS3_modE_BioRep2","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep2",FALSE,"+RT","2","mCh-7",11.85,1.02,0.49311635224668,1.885
TRUE,255,"I20","Sample 212",12.88,NA,0,NA,"I20",12.88,"1","I","20","pRPS3-mCherry-tRPS3_modE_BioRep2","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep2",FALSE,"+RT","3","mCh-7",11.85,1.03,0.489710148793463,1.895
TRUE,255,"A21","Sample 21",12.41,NA,0,NA,"A21",12.41,"1","A","21","pRPS3-mCherry-tRPS3_modE_BioRep3","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep3",FALSE,"+RT","1","mCh-7",10.67,1.74,0.299369676154732,2.605
TRUE,255,"E21","Sample 117",11.7,NA,0,NA,"E21",11.7,"1","E","21","pRPS3-mCherry-tRPS3_modE_BioRep3","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep3",FALSE,"+RT","2","mCh-7",10.67,1.03,0.489710148793464,1.895
TRUE,255,"I21","Sample 213",12.22,NA,0,NA,"I21",12.22,"1","I","21","pRPS3-mCherry-tRPS3_modE_BioRep3","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep3",FALSE,"+RT","3","mCh-7",10.67,1.55,0.341510064188599,2.415
TRUE,255,"A19","Sample 19",14.99,NA,0,NA,"A19",14.99,"2","A","19","pRPS3-mCherry-tRPS3_modE_BioRep4","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep4",FALSE,"+RT","1","mCh-7",13.54,1.45,0.366021423986406,2.315
TRUE,255,"E19","Sample 115",14.45,NA,0,NA,"E19",14.45,"2","E","19","pRPS3-mCherry-tRPS3_modE_BioRep4","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep4",FALSE,"+RT","2","mCh-7",13.54,0.91,0.53218509122668,1.775
TRUE,255,"I19","Sample 211",14.45,NA,0,NA,"I19",14.45,"2","I","19","pRPS3-mCherry-tRPS3_modE_BioRep4","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep4",FALSE,"+RT","3","mCh-7",13.54,0.91,0.53218509122668,1.775
TRUE,255,"A20","Sample 20",16.88,NA,0,NA,"A20",16.88,"2","A","20","pRPS3-mCherry-tRPS3_modE_BioRep5","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep5",FALSE,"+RT","1","mCh-7",16.72,0.16,0.895025070927972,1.025
TRUE,255,"E20","Sample 116",16.72,NA,0,NA,"E20",16.72,"2","E","20","pRPS3-mCherry-tRPS3_modE_BioRep5","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep5",FALSE,"+RT","2","mCh-7",16.72,0,1,0.864999999999999
TRUE,255,"I20","Sample 212",16.66,NA,0,NA,"I20",16.66,"2","I","20","pRPS3-mCherry-tRPS3_modE_BioRep5","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep5",FALSE,"+RT","3","mCh-7",16.72,-0.0599999999999987,1.04246576084112,0.805000000000001
TRUE,255,"A21","Sample 21",14.94,NA,0,NA,"A21",14.94,"2","A","21","pRPS3-mCherry-tRPS3_modE_BioRep6","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep6",FALSE,"+RT","1","mCh-7",14.4,0.539999999999999,0.687770909069872,1.405
TRUE,255,"E21","Sample 117",14.73,NA,0,NA,"E21",14.73,"2","E","21","pRPS3-mCherry-tRPS3_modE_BioRep6","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep6",FALSE,"+RT","2","mCh-7",14.4,0.33,0.795536483754919,1.195
TRUE,255,"I21","Sample 213",14.87,NA,0,NA,"I21",14.87,"2","I","21","pRPS3-mCherry-tRPS3_modE_BioRep6","pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","tRPS3_modE","tRPS3","modE","BioRep6",FALSE,"+RT","3","mCh-7",14.4,0.469999999999999,0.721964597761249,1.335
TRUE,255,"A1","Sample 1",11.39,NA,0,NA,"A1",11.39,"1","A","1","pRPS3-mCherry-tRPS3_WT_BioRep1","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep1",FALSE,"+RT","1","mCh-7",11.94,-0.549999999999999,1.46408569594562,0.315
TRUE,255,"E1","Sample 97",10.57,NA,0,NA,"E1",10.57,"1","E","1","pRPS3-mCherry-tRPS3_WT_BioRep1","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep1",FALSE,"+RT","2","mCh-7",11.94,-1.37,2.58470566127498,-0.505
TRUE,255,"I1","Sample 193",10.85,NA,0,NA,"I1",10.85,"1","I","1","pRPS3-mCherry-tRPS3_WT_BioRep1","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep1",FALSE,"+RT","3","mCh-7",11.94,-1.09,2.12874036490672,-0.225000000000001
TRUE,255,"A2","Sample 2",10.65,NA,0,NA,"A2",10.65,"1","A","2","pRPS3-mCherry-tRPS3_WT_BioRep2","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep2",FALSE,"+RT","1","mCh-7",11.47,-0.82,1.76540599258131,0.044999999999999
TRUE,255,"E2","Sample 98",10.4,NA,0,NA,"E2",10.4,"1","E","2","pRPS3-mCherry-tRPS3_WT_BioRep2","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep2",FALSE,"+RT","2","mCh-7",11.47,-1.07,2.09943336724614,-0.205000000000001
TRUE,255,"I2","Sample 194",10.49,NA,0,NA,"I2",10.49,"1","I","2","pRPS3-mCherry-tRPS3_WT_BioRep2","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep2",FALSE,"+RT","3","mCh-7",11.47,-0.98,1.97246540898672,-0.115000000000001
TRUE,255,"A3","Sample 3",9.38,NA,0,NA,"A3",9.38,"1","A","3","pRPS3-mCherry-tRPS3_WT_BioRep3","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep3",FALSE,"+RT","1","mCh-7",10.57,-1.19,2.28152743173685,-0.325
TRUE,255,"E3","Sample 99",9.39,NA,0,NA,"E3",9.39,"1","E","3","pRPS3-mCherry-tRPS3_WT_BioRep3","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep3",FALSE,"+RT","2","mCh-7",10.57,-1.18,2.2657677705916,-0.315
TRUE,255,"I3","Sample 195",9,NA,0,NA,"I3",9,"1","I","3","pRPS3-mCherry-tRPS3_WT_BioRep3","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep3",FALSE,"+RT","3","mCh-7",10.57,-1.57,2.9690471412581,-0.705000000000001
TRUE,255,"A1","Sample 1",12.71,NA,0,NA,"A1",12.71,"2","A","1","pRPS3-mCherry-tRPS3_WT_BioRep4","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep4",FALSE,"+RT","1","mCh-7",14.47,-1.76,3.38698124945011,-0.895
TRUE,255,"E1","Sample 97",12.4,NA,0,NA,"E1",12.4,"2","E","1","pRPS3-mCherry-tRPS3_WT_BioRep4","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep4",FALSE,"+RT","2","mCh-7",14.47,-2.07,4.19886673449227,-1.205
TRUE,255,"I1","Sample 193",12.97,NA,0,NA,"I1",12.97,"2","I","1","pRPS3-mCherry-tRPS3_WT_BioRep4","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep4",FALSE,"+RT","3","mCh-7",14.47,-1.5,2.82842712474619,-0.635000000000001
TRUE,255,"A2","Sample 2",12.68,NA,0,NA,"A2",12.68,"2","A","2","pRPS3-mCherry-tRPS3_WT_BioRep5","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep5",FALSE,"+RT","1","mCh-7",14.31,-1.63,3.09512998708478,-0.765000000000001
TRUE,255,"E2","Sample 98",12.85,NA,0,NA,"E2",12.85,"2","E","2","pRPS3-mCherry-tRPS3_WT_BioRep5","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep5",FALSE,"+RT","2","mCh-7",14.31,-1.46,2.75108363627949,-0.595000000000002
TRUE,255,"I2","Sample 194",12.71,NA,0,NA,"I2",12.71,"2","I","2","pRPS3-mCherry-tRPS3_WT_BioRep5","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep5",FALSE,"+RT","3","mCh-7",14.31,-1.6,3.0314331330208,-0.735
TRUE,255,"A3","Sample 3",12.67,NA,0,NA,"A3",12.67,"2","A","3","pRPS3-mCherry-tRPS3_WT_BioRep6","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep6",FALSE,"+RT","1","mCh-7",14.55,-1.88,3.6807506024995,-1.015
TRUE,255,"E3","Sample 99",12.91,NA,0,NA,"E3",12.91,"2","E","3","pRPS3-mCherry-tRPS3_WT_BioRep6","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep6",FALSE,"+RT","2","mCh-7",14.55,-1.64,3.116658318642,-0.775000000000001
TRUE,255,"I3","Sample 195",12.71,NA,0,NA,"I3",12.71,"2","I","3","pRPS3-mCherry-tRPS3_WT_BioRep6","pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","tRPS3_WT","tRPS3","WT","BioRep6",FALSE,"+RT","3","mCh-7",14.55,-1.84,3.58010028371189,-0.975000000000001
TRUE,255,"A4","Sample 4",11.52,NA,0,NA,"A4",11.52,"1","A","4","pPGK1-mCherry-tRPS3_mod0_BioRep1","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep1",FALSE,"+RT","1","mCh-7",14.42,-2.9,7.46426393229446,-0.665
TRUE,255,"E4","Sample 100",11.81,NA,0,NA,"E4",11.81,"1","E","4","pPGK1-mCherry-tRPS3_mod0_BioRep1","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep1",FALSE,"+RT","2","mCh-7",14.42,-2.61,6.10503683584223,-0.374999999999999
TRUE,255,"I4","Sample 196",11.78,NA,0,NA,"I4",11.78,"1","I","4","pPGK1-mCherry-tRPS3_mod0_BioRep1","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep1",FALSE,"+RT","3","mCh-7",14.42,-2.64,6.233316637284,-0.405
TRUE,255,"A5","Sample 5",11.5,NA,0,NA,"A5",11.5,"1","A","5","pPGK1-mCherry-tRPS3_mod0_BioRep2","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep2",FALSE,"+RT","1","mCh-7",13.5,-2,4,0.235
TRUE,255,"E5","Sample 101",11.57,NA,0,NA,"E5",11.57,"1","E","5","pPGK1-mCherry-tRPS3_mod0_BioRep2","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep2",FALSE,"+RT","2","mCh-7",13.5,-1.93,3.81055199217575,0.305000000000001
TRUE,255,"I5","Sample 197",11.35,NA,0,NA,"I5",11.35,"1","I","5","pPGK1-mCherry-tRPS3_mod0_BioRep2","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep2",FALSE,"+RT","3","mCh-7",13.5,-2.15,4.43827788827138,0.085
TRUE,255,"A6","Sample 6",11.75,NA,0,NA,"A6",11.75,"1","A","6","pPGK1-mCherry-tRPS3_mod0_BioRep3","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep3",FALSE,"+RT","1","mCh-7",13.64,-1.89,3.70635224756148,0.345
TRUE,255,"E6","Sample 102",11.64,NA,0,NA,"E6",11.64,"1","E","6","pPGK1-mCherry-tRPS3_mod0_BioRep3","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep3",FALSE,"+RT","2","mCh-7",13.64,-2,4,0.235
TRUE,255,"I6","Sample 198",11,NA,0,NA,"I6",11,"1","I","6","pPGK1-mCherry-tRPS3_mod0_BioRep3","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep3",FALSE,"+RT","3","mCh-7",13.64,-2.64,6.233316637284,-0.405
TRUE,255,"A4","Sample 4",10.58,NA,0,NA,"A4",10.58,"2","A","4","pPGK1-mCherry-tRPS3_mod0_BioRep4","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep4",FALSE,"+RT","1","mCh-7",13.71,-3.13,8.75434961008592,-0.895
TRUE,255,"E4","Sample 100",11.27,NA,0,NA,"E4",11.27,"2","E","4","pPGK1-mCherry-tRPS3_mod0_BioRep4","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep4",FALSE,"+RT","2","mCh-7",13.71,-2.44,5.42641730979069,-0.205000000000001
TRUE,255,"I4","Sample 196",10.98,NA,0,NA,"I4",10.98,"2","I","4","pPGK1-mCherry-tRPS3_mod0_BioRep4","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep4",FALSE,"+RT","3","mCh-7",13.71,-2.73,6.63455636651554,-0.495
TRUE,255,"A5","Sample 5",11.62,NA,0,NA,"A5",11.62,"2","A","5","pPGK1-mCherry-tRPS3_mod0_BioRep5","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep5",FALSE,"+RT","1","mCh-7",13.75,-2.13,4.37717480504296,0.105
TRUE,255,"E5","Sample 101",11.62,NA,0,NA,"E5",11.62,"2","E","5","pPGK1-mCherry-tRPS3_mod0_BioRep5","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep5",FALSE,"+RT","2","mCh-7",13.75,-2.13,4.37717480504296,0.105
TRUE,255,"I5","Sample 197",11.39,NA,0,NA,"I5",11.39,"2","I","5","pPGK1-mCherry-tRPS3_mod0_BioRep5","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep5",FALSE,"+RT","3","mCh-7",13.75,-2.36,5.13370359025161,-0.124999999999999
TRUE,255,"A6","Sample 6",11.84,NA,0,NA,"A6",11.84,"2","A","6","pPGK1-mCherry-tRPS3_mod0_BioRep6","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep6",FALSE,"+RT","1","mCh-7",13.75,-1.91,3.75809099685605,0.325
TRUE,255,"E6","Sample 102",11.87,NA,0,NA,"E6",11.87,"2","E","6","pPGK1-mCherry-tRPS3_mod0_BioRep6","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep6",FALSE,"+RT","2","mCh-7",13.75,-1.88,3.6807506024995,0.355
TRUE,255,"I6","Sample 198",11.54,NA,0,NA,"I6",11.54,"2","I","6","pPGK1-mCherry-tRPS3_mod0_BioRep6","pPGK1-mCherry-tRPS3_mod0","pPGK1-mCherry","pPGK1","mCherry","tRPS3_mod0","tRPS3","mod0","BioRep6",FALSE,"+RT","3","mCh-7",13.75,-2.21,4.62675273562115,0.0249999999999995
TRUE,255,"A7","Sample 7",10.66,NA,0,NA,"A7",10.66,"1","A","7","pPGK1-mCherry-tRPS3_modA_BioRep1","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep1",FALSE,"+RT","1","mCh-7",12.92,-2.26,4.78991481847571,-0.0249999999999995
TRUE,255,"E7","Sample 103",10.58,NA,0,NA,"E7",10.58,"1","E","7","pPGK1-mCherry-tRPS3_modA_BioRep1","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep1",FALSE,"+RT","2","mCh-7",12.92,-2.34,5.06302637588112,-0.105
TRUE,255,"I7","Sample 199",9.88,NA,0,NA,"I7",9.88,"1","I","7","pPGK1-mCherry-tRPS3_modA_BioRep1","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep1",FALSE,"+RT","3","mCh-7",12.92,-3.04,8.22491061324853,-0.804999999999999
TRUE,255,"A8","Sample 8",11.66,NA,0,NA,"A8",11.66,"1","A","8","pPGK1-mCherry-tRPS3_modA_BioRep2","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep2",FALSE,"+RT","1","mCh-7",13.74,-2.08,4.22807216224552,0.155
TRUE,255,"E8","Sample 104",11.48,NA,0,NA,"E8",11.48,"1","E","8","pPGK1-mCherry-tRPS3_modA_BioRep2","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep2",FALSE,"+RT","2","mCh-7",13.74,-2.26,4.78991481847571,-0.0249999999999995
TRUE,255,"I8","Sample 200",11.21,NA,0,NA,"I8",11.21,"1","I","8","pPGK1-mCherry-tRPS3_modA_BioRep2","pPGK1-mCherry-tRPS3_modA","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modA","tRPS3","modA","BioRep2",FALSE,"+RT","3","mCh-7",13.74,-2.53,5.77571678208998,-0.294999999999999
