,strain,c-mCherry-100 per OD at max local gr
0,Null,
1,POT1-ccdB_biorep3,18.32128061381496
2,pCLN2-mCherry-tCLN2_biorep3,65.60524845803322
3,pCLN2-mCherry-tHSP26_biorep3,41.03324342578987
4,pCLN2-mCherry-tPAB1_biorep3,83.58525685695267
5,pCLN2-mCherry-tPGK1_biorep3,81.94490866231945
6,pCLN2-mCherry-tPMA1_biorep3,-4.492861196056987
7,pCLN2-mCherry-tRPS13_biorep3,40.318879343197445
8,pCLN2-mCherry-tRPS3_biorep3,98.26289875811607
9,pCLN2-mCherry-tSRO9_biorep3,60.59525744222193
10,pCLN2-mCherry-tSUN4_biorep3,18.340092955554283
11,pCLN2-mCherry-tTOS6_biorep3,41.81912498578728
12,pHSP26-mCherry-tCLN2_biorep3,9435.19541445811
13,pHSP26-mCherry-tHSP26_biorep3,12165.380909194631
14,pHSP26-mCherry-tPAB1_biorep3,12409.217598077412
15,pHSP26-mCherry-tPGK1_biorep3,11457.854738404036
16,pHSP26-mCherry-tPMA1_biorep3,4117.4900892116075
17,pHSP26-mCherry-tRPS13_biorep3,11188.086564424937
18,pHSP26-mCherry-tRPS3_biorep3,11765.34062004398
19,pHSP26-mCherry-tSRO9_biorep3,6715.173181423771
20,pHSP26-mCherry-tSUN4_biorep3,5302.863649739794
21,pPGK1-mCherry-tCLN2_biorep3,6166.2421971044505
22,pPGK1-mCherry-tHSP26_biorep3,5504.4211136868735
23,pPGK1-mCherry-tPAB1_biorep3,5073.919177655639
24,pPGK1-mCherry-tPGK1_biorep3,4948.786919090756
25,pPGK1-mCherry-tPMA1_biorep3,1356.3553326638603
26,pPGK1-mCherry-tRPS13_biorep3,4212.1848776523975
27,pPGK1-mCherry-tRPS3_biorep3,5762.450176261549
28,pPGK1-mCherry-tSRO9_biorep3,2007.6207617260263
29,pPGK1-mCherry-tSUN4_biorep3,2770.0871672674425
30,pPGK1-mCherry-tTOS6_biorep3,2852.2216857445337
31,pRPS13-mCherry-tCLN2_biorep3,4517.601573440978
32,pRPS13-mCherry-tHSP26_biorep3,3702.1981332697796
33,pRPS13-mCherry-tPAB1_biorep3,4252.961774350259
34,pRPS13-mCherry-tPGK1_biorep3,3293.965374743763
35,pRPS13-mCherry-tPMA1_biorep3,790.846220119786
36,pRPS13-mCherry-tRPS13_biorep3,4617.546960167612
37,pRPS13-mCherry-tRPS3_biorep3,4536.1967232961915
38,pRPS13-mCherry-tSRO9_biorep3,1580.063543861915
39,pRPS13-mCherry-tSUN4_biorep3,1288.017556469336
40,pRPS13-mCherry-tTOS6_biorep3,1764.1523802658166
41,pRPS3-mCherry-tCLN2_biorep3,3696.7267230986145
42,pRPS3-mCherry-tHSP26_biorep3,2052.167557858907
43,pRPS3-mCherry-tPAB1_biorep3,3785.4679061209426
44,pRPS3-mCherry-tPGK1_biorep3,2427.3151900590187
45,pRPS3-mCherry-tPMA1_biorep3,790.0253173070587
46,pRPS3-mCherry-tRPS13_biorep3,3701.976206319551
47,pRPS3-mCherry-tRPS3_biorep3,4804.46481674309
48,pRPS3-mCherry-tSRO9_biorep3,1378.8439811702958
49,pRPS3-mCherry-tSUN4_biorep3,1071.9860443127143
50,pRPS3-mCherry-tTOS6_biorep3,1516.1277274041918
51,pSRO9-mCherry-tCLN2_biorep3,77.70205304350355
52,pSRO9-mCherry-tHSP26_biorep3,-3.815052091165539
53,pSRO9-mCherry-tPAB1_biorep3,62.05905328265033
54,pSRO9-mCherry-tPGK1_biorep3,-2.714018525635479
55,pSRO9-mCherry-tPMA1_biorep3,17.843961464150553
56,pSRO9-mCherry-tRPS13_biorep3,77.9024902181237
57,pSRO9-mCherry-tRPS3_biorep3,17.93132669993663
58,pSRO9-mCherry-tSRO9_biorep3,-3.2591946977416915
59,pSRO9-mCherry-tSUN4_biorep3,16.92369971018932
60,pSRO9-mCherry-tTOS6_biorep3,39.60131930234097
