Include,Color,Pos,Name,Cp,Concentration,Standard,Status,well,cq,well_row,well_col,sample_id,strain,pro_mCh,promoter,mCherry,bio_rep,ter_mod,terminator,construct,exp_rep,remove,prep_type,tech_rep,target_id,ref_cq,delta_cq,rel_abund
TRUE,255,A10,Sample 10,12.19,NA,0,NA,A10,12.19,A,10,pPGK1-mCherry-tRPS3_modB_BioRep1_ExpRep1,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep1,tRPS3_modB,tRPS3,modB,ExpRep1,FALSE,+RT,1,mCh-7,13.25,-1.0600000000000005,2.0849315216822437
TRUE,255,E10,Sample 106,11.94,NA,0,NA,E10,11.94,E,10,pPGK1-mCherry-tRPS3_modB_BioRep1_ExpRep1,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep1,tRPS3_modB,tRPS3,modB,ExpRep1,FALSE,+RT,2,mCh-7,13.25,-1.3100000000000005,2.4794153998779738
TRUE,255,I10,Sample 202,11.71,NA,0,NA,I10,11.71,I,10,pPGK1-mCherry-tRPS3_modB_BioRep1_ExpRep1,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep1,tRPS3_modB,tRPS3,modB,ExpRep1,FALSE,+RT,3,mCh-7,13.25,-1.5399999999999991,2.9079450346406195
TRUE,255,A11,Sample 11,11.57,NA,0,NA,A11,11.57,A,11,pPGK1-mCherry-tRPS3_modB_BioRep2_ExpRep1,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep2,tRPS3_modB,tRPS3,modB,ExpRep1,FALSE,+RT,1,mCh-7,12.96,-1.3900000000000006,2.6207868077167276
TRUE,255,E11,Sample 107,11.62,NA,0,NA,E11,11.62,E,11,pPGK1-mCherry-tRPS3_modB_BioRep2_ExpRep1,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep2,tRPS3_modB,tRPS3,modB,ExpRep1,FALSE,+RT,2,mCh-7,12.96,-1.3400000000000016,2.5315131879405626
TRUE,255,I11,Sample 203,11.29,NA,0,NA,I11,11.29,I,11,pPGK1-mCherry-tRPS3_modB_BioRep2_ExpRep1,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep2,tRPS3_modB,tRPS3,modB,ExpRep1,FALSE,+RT,3,mCh-7,12.96,-1.6700000000000017,3.1821459350196784
TRUE,255,A12,Sample 12,13.31,NA,0,NA,A12,13.31,A,12,pPGK1-mCherry-tRPS3_modB_BioRep3_ExpRep1,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep3,tRPS3_modB,tRPS3,modB,ExpRep1,FALSE,+RT,1,mCh-7,13.8,-0.4900000000000002,1.4044448757379975
TRUE,255,E12,Sample 108,12.92,NA,0,NA,E12,12.92,E,12,pPGK1-mCherry-tRPS3_modB_BioRep3_ExpRep1,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep3,tRPS3_modB,tRPS3,modB,ExpRep1,FALSE,+RT,2,mCh-7,13.8,-0.8800000000000008,1.8403753012497512
TRUE,255,I12,Sample 204,12.64,NA,0,NA,I12,12.64,I,12,pPGK1-mCherry-tRPS3_modB_BioRep3_ExpRep1,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep3,tRPS3_modB,tRPS3,modB,ExpRep1,FALSE,+RT,3,mCh-7,13.8,-1.1600000000000001,2.23457427614444
TRUE,255,A10,Sample 10,13,NA,0,NA,A10,13,A,10,pPGK1-mCherry-tRPS3_modB_BioRep4_ExpRep2,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep4,tRPS3_modB,tRPS3,modB,ExpRep2,FALSE,+RT,1,mCh-7,13.78,-0.7799999999999994,1.7171308728755068
