Include,Color,Pos,Name,Cp,Concentration,Standard,Status,well,cq,well_row,well_col,sample_id,strain,pro_mCh,promoter,mCherry,bio_rep,ter_mod,terminator,construct,exp_rep,remove,prep_type,tech_rep,target_id,ref_cq,delta_cq,rel_abund
TRUE,255,A9,Sample 9,12.75,NA,0,NA,A9,12.75,A,9,pTSA1-mCherry-tTSA1_modA_BioRep3_ExpRep1,pTSA1-mCherry-tTSA1_modA,pTSA1-mCherry,pTSA1,mCherry,BioRep3,tTSA1_modA,tTSA1,modA,ExpRep1,FALSE,+RT,1,mCh-7,12.85,-0.09999999999999964,1.071773462536293
TRUE,255,E9,Sample 105,12.81,NA,0,NA,E9,12.81,E,9,pTSA1-mCherry-tTSA1_modA_BioRep3_ExpRep1,pTSA1-mCherry-tTSA1_modA,pTSA1-mCherry,pTSA1,mCherry,BioRep3,tTSA1_modA,tTSA1,modA,ExpRep1,FALSE,+RT,2,mCh-7,12.85,-0.03999999999999915,1.0281138266560659
TRUE,255,I9,Sample 201,12.74,NA,0,NA,I9,12.74,I,9,pTSA1-mCherry-tTSA1_modA_BioRep3_ExpRep1,pTSA1-mCherry-tTSA1_modA,pTSA1-mCherry,pTSA1,mCherry,BioRep3,tTSA1_modA,tTSA1,modA,ExpRep1,FALSE,+RT,3,mCh-7,12.85,-0.10999999999999943,1.0792282365044268
TRUE,255,A7,Sample 7,12.19,NA,0,NA,A7,12.19,A,7,pTSA1-mCherry-tTSA1_modA_BioRep4_ExpRep2,pTSA1-mCherry-tTSA1_modA,pTSA1-mCherry,pTSA1,mCherry,BioRep4,tTSA1_modA,tTSA1,modA,ExpRep2,FALSE,+RT,1,mCh-7,11.87,0.3200000000000003,0.8010698775896219
TRUE,255,E7,Sample 103,11.8,NA,0,NA,E7,11.8,E,7,pTSA1-mCherry-tTSA1_modA_BioRep4_ExpRep2,pTSA1-mCherry-tTSA1_modA,pTSA1-mCherry,pTSA1,mCherry,BioRep4,tTSA1_modA,tTSA1,modA,ExpRep2,FALSE,+RT,2,mCh-7,11.87,-0.06999999999999851,1.0497166836230662
TRUE,255,I7,Sample 199,11.79,NA,0,NA,I7,11.79,I,7,pTSA1-mCherry-tTSA1_modA_BioRep4_ExpRep2,pTSA1-mCherry-tTSA1_modA,pTSA1-mCherry,pTSA1,mCherry,BioRep4,tTSA1_modA,tTSA1,modA,ExpRep2,FALSE,+RT,3,mCh-7,11.87,-0.08000000000000007,1.0570180405613805
TRUE,255,A8,Sample 8,12.61,NA,0,NA,A8,12.61,A,8,pTSA1-mCherry-tTSA1_modA_BioRep5_ExpRep2,pTSA1-mCherry-tTSA1_modA,pTSA1-mCherry,pTSA1,mCherry,BioRep5,tTSA1_modA,tTSA1,modA,ExpRep2,FALSE,+RT,1,mCh-7,12.46,0.14999999999999858,0.9012504626108311
TRUE,255,E8,Sample 104,12.5,NA,0,NA,E8,12.5,E,8,pTSA1-mCherry-tTSA1_modA_BioRep5_ExpRep2,pTSA1-mCherry-tTSA1_modA,pTSA1-mCherry,pTSA1,mCherry,BioRep5,tTSA1_modA,tTSA1,modA,ExpRep2,FALSE,+RT,2,mCh-7,12.46,0.03999999999999915,0.9726549474122861
TRUE,255,I8,Sample 200,12.47,NA,0,NA,I8,12.47,I,8,pTSA1-mCherry-tTSA1_modA_BioRep5_ExpRep2,pTSA1-mCherry-tTSA1_modA,pTSA1-mCherry,pTSA1,mCherry,BioRep5,tTSA1_modA,tTSA1,modA,ExpRep2,FALSE,+RT,3,mCh-7,12.46,0.009999999999999787,0.993092495437036
TRUE,255,A9,Sample 9,11.7,NA,0,NA,A9,11.7,A,9,pTSA1-mCherry-tTSA1_modA_BioRep6_ExpRep2,pTSA1-mCherry-tTSA1_modA,pTSA1-mCherry,pTSA1,mCherry,BioRep6,tTSA1_modA,tTSA1,modA,ExpRep2,FALSE,+RT,1,mCh-7,11.58,0.11999999999999922,0.9201876506248756
TRUE,255,E9,Sample 105,11.37,NA,0,NA,E9,11.37,E,9,pTSA1-mCherry-tTSA1_modA_BioRep6_ExpRep2,pTSA1-mCherry-tTSA1_modA,pTSA1-mCherry,pTSA1,mCherry,BioRep6,tTSA1_modA,tTSA1,modA,ExpRep2,FALSE,+RT,2,mCh-7,11.58,-0.21000000000000085,1.156688183905288
TRUE,255,I9,Sample 201,11.48,NA,0,NA,I9,11.48,I,9,pTSA1-mCherry-tTSA1_modA_BioRep6_ExpRep2,pTSA1-mCherry-tTSA1_modA,pTSA1-mCherry,pTSA1,mCherry,BioRep6,tTSA1_modA,tTSA1,modA,ExpRep2,FALSE,+RT,3,mCh-7,11.58,-0.09999999999999964,1.071773462536293
