geneName,median
YAL001C,1.554172190491719
YAL002W,1.2307253129591467
YAL005C,134.93087686349577
YAL007C,23.960066065498303
YAL008W,4.54044702114237
YAL009W,4.351929828803314
YAL010C,2.2773717402135363
YAL011W,3.410027226492101
YAL012W,102.42360873474281
YAL013W,8.53960138488035
YAL014C,12.22508816825719
YAL015C,3.2394117254942483
YAL016W,16.88947930996335
YAL017W,1.6110293817663341
YAL020C,6.145934857476962
YAL021C,4.970584385948384
YAL022C,7.345862991797302
YAL023C,17.591935040785117
YAL024C,1.1356673828523474
YAL025C,36.70438795371993
YAL027W,3.0293267339140715
YAL028W,1.7873913435656381
YAL029C,7.386709370346098
YAL030W,8.431766528404632
YAL031C,2.2511839163307252
YAL032C,5.096056842493666
YAL033W,8.766637085970697
YAL034C,3.5285760042801466
YAL034W-A,1.0102597901585144
YAL035W,127.43230295042727
YAL036C,24.34521935737239
YAL037W,0.6626223906762211
YAL038W,1354.3827693606372
YAL039C,11.877040737447164
YAL040C,22.915353920332617
YAL041W,3.871231844958849
YAL042W,37.10643036231517
YAL043C,6.437548784591909
YAL044C,19.336344918401508
YAL044W-A,8.118732569500981
YAL046C,5.922864886713591
YAL047C,1.9739445729463378
YAL048C,2.8796756265888668
YAL049C,7.523426705859638
YAL051W,1.816831983895939
YAL053W,7.104653280169458
YAL054C,3.7430670786910696
YAL055W,2.7559828299343847
YAL056W,3.4016067524010287
YAL058W,3.187446093237517
YAL059W,25.204064230348443
YAL060W,12.251546584686109
YAL061W,1.7753119341603851
YAL062W,5.484007793598121
YAL067C,0.552378247789189
YAR002C-A,15.25657768754095
YAR002W,11.742229730291218
YAR003W,6.203355521930723
YAR007C,5.7711336544585174
YAR008W,5.291495238471629
YAR014C,8.210408415421831
YAR015W,29.107675738546646
YAR018C,6.514548865998639
YAR019C,1.359805760035536
YAR019W-A,1.1223698106947384
YAR035W,2.1025234372685047
YAR042W,2.270688065844226
YBL001C,15.712485340801774
YBL002W,69.74458015571497
YBL003C,95.36215593737137
YBL004W,9.925875550974833
YBL006C,13.563001613240544
YBL007C,5.4835150186829456
YBL009W,2.6390714118460896
YBL010C,2.0054903118225136
YBL011W,16.484959596744343
YBL013W,2.492420908396376
YBL014C,2.6301007219151296
YBL015W,6.41464641024341
YBL017C,9.282538226903664
YBL018C,6.863349907743068
YBL019W,1.374232980937009
YBL020W,6.522603941577286
YBL021C,3.8170476086689717
YBL022C,6.07399934617686
YBL023C,3.443510992099516
YBL024W,31.5332044461916
YBL025W,3.3294750317672324
YBL026W,15.924828486826668
YBL027W,390.69184187559404
YBL028C,37.77683650319629
YBL029C-A,3.3670807173342583
YBL029W,1.261161833007566
YBL030C,65.32987352682714
YBL031W,2.155862826081862
YBL032W,16.379183261947645
YBL033C,4.5517110633278275
YBL034C,1.5647337159719372
YBL035C,11.417301228905721
YBL036C,17.77565412046001
YBL037W,1.3948104603906222
YBL038W,7.0189657975780815
YBL039W-B,3.2272754624454523
YBL040C,17.984978006922383
YBL041W,50.96410338330219
YBL042C,5.162866665287885
YBL043W,4.897873811395716
YBL045C,15.348996150155006
YBL046W,3.3578207810381135
YBL047C,7.670745659104309
YBL050W,18.43718782451119
YBL051C,13.36441763041184
YBL052C,4.602630515905773
YBL055C,7.63952805290527
YBL056W,33.131994779272034
YBL057C,13.75718299302234
YBL058W,29.71550231124513
YBL059C-A,3.572750526290877
YBL059W,10.843419466753183
YBL060W,1.959661307034477
YBL061C,10.382588115394533
YBL063W,2.2606529456931472
YBL064C,10.78621064921763
YBL066C,1.0506926997426544
YBL067C,5.754929807127619
YBL068W,14.969457076218305
YBL071W-A,8.49586857546842
YBL076C,16.375846528911932
YBL078C,6.240421737778248
YBL079W,6.873919854571907
YBL080C,1.9848620191142223
YBL081W,13.348050811145939
YBL084C,1.5108551426438752
YBL085W,3.271210329748243
YBL086C,3.0970119300159196
YBL087C,205.92263007371292
YBL088C,1.7044442823190802
YBL089W,2.5720397127663253
YBL090W,5.0730562259322625
YBL091C,18.375140015591438
YBL091C-A,2.0792346139178974
YBL092W,475.51774500782585
YBL093C,17.880710269505954
YBL095W,1.5233973038103663
YBL097W,1.07563052249629
YBL098W,1.9056103183634532
YBL099W,63.8835453795971
YBL101C,2.99165884266045
YBL102W,19.249652403808227
YBL103C,2.8037510869204985
YBL104C,1.8584279010723144
YBL105C,3.7460072006756278
YBL106C,0.7846167977125285
YBL107C,11.655190570102537
YBR001C,1.4868064105455974
YBR002C,5.253268550973603
YBR003W,6.177261261227222
YBR004C,6.577221522978839
YBR005W,8.390851596648577
YBR006W,2.9546320239432156
YBR007C,2.742553547634796
YBR008C,8.572969071506076
YBR009C,85.79290282270284
YBR010W,140.334439745297
YBR011C,143.58843052696244
YBR014C,8.844145118089429
YBR015C,20.961852065968397
YBR016W,40.99356569359734
YBR017C,6.569577477580927
YBR020W,0.45705567988500495
YBR021W,1.4905353395843541
YBR022W,3.7865279429439767
YBR023C,3.696966975273085
YBR024W,3.4983418896192626
YBR025C,85.9553709489405
YBR029C,16.982100819710894
YBR030W,22.464673666880046
YBR031W,311.11602982512983
YBR034C,47.23693141711234
YBR035C,16.255510438813985
YBR036C,18.763500147719924
YBR037C,3.440517477818061
YBR038W,6.80299610210374
YBR039W,24.56481048906771
YBR041W,5.952880105193243
YBR042C,8.884847848348048
YBR043C,2.779820203299897
YBR044C,2.1070831126271052
YBR045C,0.3845547603825922
YBR046C,2.304566971998751
YBR047W,1.0571598976841976
YBR048W,264.6673382866501
YBR049C,2.9480620177105985
YBR050C,0.4554638675467466
YBR052C,21.39359397601376
YBR053C,3.1347955989818344
YBR054W,7.376540885337238
YBR055C,3.8353161936199873
YBR056W,6.28321391828452
YBR056W-A,8.28647891797831
YBR057C,4.1151054224055965
YBR058C,1.7864447169488953
YBR058C-A,22.36590219405176
YBR059C,3.878755672221894
YBR060C,4.896646557352886
YBR061C,9.903535421504209
YBR062C,2.2264884257753836
YBR066C,3.8216527596519416
YBR067C,221.55625054903814
YBR068C,26.204295682042908
YBR069C,17.30693738503455
YBR070C,3.6800343853348436
YBR071W,4.205152037169578
YBR072W,0.5440132312294121
YBR073W,3.540884694516939
YBR074W,2.2760722361470194
YBR076C-A,1.5788259167070748
YBR078W,199.34172850084315
YBR079C,31.667936454066712
YBR080C,9.732424573518006
YBR081C,5.035843140699088
YBR082C,95.38752375581421
YBR083W,2.977895104777281
YBR084C-A,51.178707932096145
YBR084W,11.074413545918663
YBR085C-A,55.13891463510066
YBR085W,2.4176103399214854
YBR086C,6.1510729543583365
YBR087W,8.745878106239381
YBR088C,11.63500601319938
YBR092C,55.73703957450096
YBR093C,12.875913959244796
YBR094W,5.409696396159358
YBR095C,5.001514063291493
YBR096W,8.29287366104052
YBR097W,1.0346477653035362
YBR098W,0.9180939549342473
YBR101C,22.5698240009896
YBR102C,3.136917897537706
YBR103W,3.736061617501232
YBR104W,13.52385713841749
YBR105C,5.054161383925913
YBR106W,124.00747970955187
YBR107C,1.6239757197806286
YBR108W,1.7338507311756397
YBR109C,62.89663941557316
YBR111C,19.009431154704284
YBR111W-A,8.025888853634337
YBR112C,6.9221735446055614
YBR114W,3.8575598521424905
YBR115C,2.33124602983385
YBR118W,1364.4845450910434
YBR119W,2.9416290784447536
YBR120C,3.129095870438226
YBR122C,13.543574406548112
YBR123C,7.244489814897563
YBR125C,7.7823526105941365
YBR126C,31.795649983132066
YBR127C,82.27264365485189
YBR128C,0.560383084320444
YBR129C,4.727728158245869
YBR130C,12.086056613547928
YBR131W,3.318804775769057
YBR132C,2.7800706140852585
YBR133C,1.99610166946968
YBR135W,29.166169112341045
YBR136W,2.183224857696656
YBR137W,5.760115086035444
YBR138C,2.5535211255534573
YBR139W,9.290880983818607
YBR140C,3.402434629654701
YBR141C,3.1291163158788464
YBR141W-A,1.0033293184448975
YBR142W,14.304624809985082
YBR143C,67.7250169602054
YBR145W,6.77124341514363
YBR146W,12.985301657159859
YBR148W,1.2445402824844976
YBR149W,22.19132134523508
YBR150C,1.0476562593066983
YBR151W,13.530901613049032
YBR154C,33.413864645588994
YBR155W,15.107046464676719
YBR156C,1.0198588988090718
YBR157C,2.39621390791544
YBR158W,9.651385895595176
YBR159W,24.71375967761916
YBR160W,9.117483863939995
YBR161W,2.868194367833296
YBR162C,101.1066537005097
YBR162W-A,41.45244456189501
YBR163W,5.277673083854568
YBR164C,26.703912786722206
YBR165W,4.92534338943131
YBR166C,7.726321960186002
YBR167C,4.051800263077315
YBR168W,2.8640132608208395
YBR169C,1.7100287223936275
YBR170C,12.517729167195839
YBR171W,29.784820028134362
YBR172C,8.958125677230562
YBR173C,24.744224715766677
YBR175W,6.155027957357282
YBR176W,3.5743462079601223
YBR177C,10.06117661190796
YBR179C,1.8378441405440715
YBR181C,178.3051368377344
YBR182C,0.6825668298517811
YBR183W,2.2200938800843
YBR184W,0.4852847375095156
YBR185C,3.919645147934899
YBR187W,22.71685701116865
YBR188C,2.2292709496601715
YBR189W,298.6649544251396
YBR192W,4.425177539212195
YBR193C,2.991319346055249
YBR194W,2.5186958241242388
YBR195C,2.1938142798413316
YBR196C,106.47672117705292
YBR197C,3.518955443911871
YBR198C,8.051951789983512
YBR199W,16.45979045374515
YBR200W,8.687056772274463
YBR201C-A,2.3880248845767715
YBR201W,3.7053250547853382
YBR202W,5.000877531794411
YBR203W,0.5334621175685457
YBR204C,3.3722835356972185
YBR207W,10.555514662215263
YBR208C,5.491842982779879
YBR210W,8.345359544318836
YBR211C,3.9142980675162176
YBR212W,10.084832716909602
YBR213W,3.180702164328366
YBR214W,8.211147710812561
YBR215W,3.4216391543771407
YBR216C,2.6812471173628767
YBR217W,4.19393888599893
YBR218C,6.400007954107728
YBR221C,50.313953641404844
YBR222C,8.984767275027059
YBR223C,1.3751620786272802
YBR228W,3.507060786083681
YBR229C,1.9114640857479266
YBR230C,6.696265255854692
YBR230W-A,7.543870160919788
YBR231C,4.2947185258099605
YBR233W,6.314427546020905
YBR233W-A,5.392477484694982
YBR234C,22.883351665915043
YBR235W,1.611444919475681
YBR236C,4.228460318359972
YBR237W,3.625894697106249
YBR238C,6.240933611335757
YBR239C,2.371306704915086
YBR240C,0.4300005604620215
YBR241C,1.0729008978414676
YBR242W,8.305620564493902
YBR243C,5.535366223599819
YBR244W,28.226067974625543
YBR245C,6.713807504474776
YBR246W,8.739060888412004
YBR247C,16.42539265959299
YBR248C,7.209016579803821
YBR249C,80.38662393290082
YBR250W,0.557573302739114
YBR251W,5.7963873424968035
YBR252W,23.918896706403487
YBR253W,9.112404465001626
YBR254C,5.459980002453427
YBR255C-A,5.609903908424656
YBR255W,2.3839362065231935
YBR256C,15.304190653256544
YBR257W,6.090143051807074
YBR258C,2.6291356715997667
YBR259W,1.532032589302119
YBR260C,5.563251317366628
YBR261C,12.034882031491204
YBR262C,10.177951404744459
YBR263W,31.528660793875133
YBR264C,6.061571217234213
YBR265W,10.25211278139754
YBR267W,20.625034404946067
YBR268W,15.856988862308306
YBR269C,6.102888307992273
YBR270C,0.9246725108640779
YBR271W,8.737009544405897
YBR272C,3.682788458846466
YBR273C,5.216728696453668
YBR274W,6.644471613799433
YBR275C,1.721884783447917
YBR276C,4.376268729145815
YBR278W,4.154294695859177
YBR279W,12.984968805520271
YBR280C,1.8050947526472454
YBR281C,2.4357939322179023
YBR282W,6.669610819561891
YBR283C,54.596561251296265
YBR284W,1.7286420262982103
YBR285W,0.9436164148176226
YBR286W,41.488152275023204
YBR287W,23.596902473946173
YBR288C,14.50412268932493
YBR289W,1.8059241098840697
YBR290W,9.070490282540552
YBR291C,3.1479663421167006
YBR292C,1.1058028016004058
YBR293W,4.5507944280031385
YBR295W,1.1472446686015483
YBR296C,11.671867711872284
YBR297W,2.4247598239256014
YBR298C,1.5757388874093572
YCL001W,22.373107225009498
YCL002C,7.265587046000643
YCL004W,2.707177216827978
YCL005W,4.993696761476257
YCL005W-A,36.78015599935723
YCL008C,13.639648640000532
YCL009C,67.95989676786647
YCL010C,5.476490462311791
YCL011C,19.315753292391864
YCL012C,5.698113559224954
YCL014W,2.875745328804611
YCL016C,2.2953037337343707
YCL017C,20.202297888679077
YCL018W,16.452890040740783
YCL024W,1.8980590314791315
YCL025C,11.322454808397188
YCL026C-B,2.3785292458670404
YCL028W,18.347024155750283
YCL029C,4.485639290816394
YCL030C,11.024657256141744
YCL031C,26.77410405393909
YCL032W,5.120879733966332
YCL033C,4.579936243019405
YCL034W,12.044875391561177
YCL035C,13.826495346021797
YCL036W,5.085436541104896
YCL037C,16.16735437372051
YCL038C,5.254937158715867
YCL039W,4.201960400180484
YCL044C,11.524101084603455
YCL045C,12.056824435841211
YCL047C,3.0436811380467543
YCL049C,5.7351581375944765
YCL050C,34.76148111472172
YCL051W,3.218219311853696
YCL052C,6.200247071403378
YCL054W,29.859363157840665
YCL055W,3.741480141324504
YCL056C,1.699377561962035
YCL057W,15.66027509548171
YCL058W-A,8.458872428101083
YCL059C,39.17172037710627
YCL061C,3.229022937644964
YCL063W,5.874683405781591
YCL064C,34.531953977438675
YCR002C,13.653032728957609
YCR003W,7.509776631164246
YCR004C,19.937444672262405
YCR005C,29.964860055740303
YCR007C,2.311523700279327
YCR008W,12.170641840153628
YCR009C,20.857320374130722
YCR011C,2.5601677716960016
YCR012W,888.9261920185803
YCR014C,0.7519983703421413
YCR015C,1.2352038201954396
YCR016W,21.488233846065683
YCR017C,4.609852785822854
YCR019W,2.06485893461175
YCR020W-B,10.872999691422443
YCR021C,0.6526119982913632
YCR023C,3.256259659871513
YCR024C,1.1198286164881002
YCR027C,5.444263147683005
YCR028C,6.162675068211142
YCR028C-A,32.11241808609397
YCR030C,3.4144648545693546
YCR031C,87.38420024860679
YCR032W,1.7230231751566696
YCR033W,6.035746300224149
YCR034W,40.08210791345245
YCR035C,12.157964569088966
YCR036W,6.613103884433414
YCR037C,2.057279787155987
YCR042C,3.8237398479542373
YCR043C,17.230576551904868
YCR044C,9.22382517994023
YCR045W-A,13.242403642301037
YCR046C,11.295355426768747
YCR047C,15.303427889075836
YCR048W,9.134405259239337
YCR051W,30.91439646283925
YCR052W,25.639434606993674
YCR053W,50.563923577526594
YCR054C,3.343733780298897
YCR057C,8.746865110097167
YCR059C,9.931559093043644
YCR060W,6.43136395280812
YCR061W,4.852391441084094
YCR063W,5.339382324289854
YCR065W,2.1932019015400672
YCR066W,2.184961055893359
YCR067C,2.2472613655119433
YCR068W,0.5784946092669045
YCR069W,7.965202604657824
YCR071C,6.710493049138015
YCR072C,12.832026894466857
YCR073C,2.5780813085517122
YCR073W-A,9.716466689415872
YCR075C,1.8092519215788774
YCR075W-A,4.854141790629956
YCR076C,2.1957893737702348
YCR077C,15.03366357489811
YCR079W,2.062275839605041
YCR081W,10.13416069388819
YCR082W,23.315601487548843
YCR083W,7.571424391248412
YCR084C,20.59616669195116
YCR086W,2.0765489563153636
YCR087C-A,25.20394437813595
YCR088W,14.822964251497336
YCR090C,13.936636497279112
YCR091W,0.9933824146768261
YCR092C,1.3470524645968813
YCR093W,4.932050705196058
YCR094W,7.675801720377397
YCR095C,4.443941197407844
YCR095W-A,1.3401161755927882
YCR097W,15.473523615133184
YDL001W,3.6215533317576765
YDL002C,9.200538588194172
YDL003W,3.6434596609971437
YDL004W,22.571690064989788
YDL005C,8.592584650789378
YDL006W,5.135225620326832
YDL007W,42.36676863082572
YDL008W,5.284635625494092
YDL010W,9.159077923832484
YDL012C,13.714340612090021
YDL013W,3.204422901206739
YDL014W,77.87329942893189
YDL017W,2.930894814077986
YDL018C,2.3046508769401504
YDL019C,4.791395736331054
YDL020C,15.477084495734726
YDL021W,0.558829265134403
YDL022W,26.118963884735166
YDL025C,2.7282225406615446
YDL027C,3.585202581150268
YDL028C,2.6185655723657
YDL029W,15.494191846495053
YDL030W,3.163452034891268
YDL031W,17.096963637309766
YDL033C,1.2590377829363848
YDL035C,2.32267197376715
YDL036C,3.5448634061173614
YDL040C,9.993212966500852
YDL042C,6.609115536918966
YDL043C,4.701492233155669
YDL044C,1.9031550148305025
YDL045C,5.781397928266073
YDL045W-A,11.844735881963292
YDL046W,30.215871343521652
YDL047W,15.624968663986767
YDL048C,4.749258238369059
YDL049C,1.972068340723438
YDL051W,49.34198183666362
YDL052C,13.966834728656586
YDL053C,15.199178348649042
YDL054C,3.072716347598242
YDL055C,108.83013471276462
YDL056W,2.7949766087990766
YDL057W,1.019692323604628
YDL058W,4.581823907799574
YDL059C,5.68506690531531
YDL060W,11.190462264729597
YDL061C,70.92988668839227
YDL063C,13.403419791089764
YDL064W,17.059828496966198
YDL065C,8.223066226539409
YDL066W,34.0878233393187
YDL067C,23.193667956201896
YDL069C,1.722177787957367
YDL070W,29.82005238790731
YDL072C,32.930845054464505
YDL073W,2.630750136160769
YDL074C,8.43732789785274
YDL075W,296.13580103968627
YDL076C,5.025149752059917
YDL077C,3.075920255137763
YDL078C,11.334290711675745
YDL079C,0.7865942919972606
YDL080C,5.512913281022105
YDL081C,243.4328152924442
YDL082W,161.91725890652435
YDL083C,236.88452977542838
YDL084W,83.30210833021053
YDL085C-A,7.74405007814092
YDL085W,23.462081447324454
YDL086C-A,0.38413263511481427
YDL086W,12.20300301246581
YDL087C,2.348302557799985
YDL088C,5.4514075665854875
YDL089W,4.750158143656142
YDL090C,2.7991182446752703
YDL091C,1.3756930879941773
YDL092W,11.070453857803095
YDL093W,3.518694945991862
YDL095W,18.362493784330727
YDL097C,39.33951996877363
YDL098C,4.888913025349113
YDL099W,16.57977779624582
YDL100C,47.78011432339585
YDL101C,2.1972143412047513
YDL102W,2.7771624757981197
YDL103C,8.993008997051966
YDL104C,2.5265116490320487
YDL105W,1.1784331186983878
YDL106C,2.952218470648824
YDL107W,2.0708415018132325
YDL108W,2.769023790378041
YDL109C,0.9116532579093504
YDL110C,5.595479807110361
YDL111C,13.147883433692652
YDL112W,5.1885166068884185
YDL113C,5.203828318457022
YDL115C,6.2136087762371925
YDL116W,6.922066516907784
YDL117W,3.2298930296460178
YDL119C,1.9577969431205535
YDL120W,13.214117460444326
YDL121C,17.650994789376877
YDL122W,9.778538361664289
YDL123W,8.770312053724705
YDL124W,42.172867669900725
YDL125C,51.1876260820129
YDL126C,62.078053386444225
YDL127W,2.758658795609984
YDL128W,16.79976997321758
YDL129W,3.1247123757400495
YDL130W,279.26272571428717
YDL130W-A,5.231255336783126
YDL131W,16.251374820361903
YDL132W,0.9839563260267286
YDL133C-A,987.7350729645973
YDL133W,3.9124074677003833
YDL134C,18.894749723667935
YDL135C,13.43790537762894
YDL136W,121.24066349098445
YDL137W,41.89206911150421
YDL138W,1.940423113396375
YDL139C,1.8202058757393051
YDL140C,32.04326632348221
YDL141W,5.148479925762235
YDL142C,3.1506611956712653
YDL143W,53.983981345667836
YDL144C,6.717830797978832
YDL145C,9.663487307800057
YDL146W,2.118901325137176
YDL147W,43.07448674163022
YDL148C,20.14389295173181
YDL149W,0.5684033800503006
YDL150W,17.19341664551868
YDL153C,34.92651241614634
YDL154W,0.8059441089053312
YDL155W,6.252663150233719
YDL156W,1.5591844334549965
YDL159W,3.65923003772551
YDL160C,11.819425353394973
YDL160C-A,5.498800870297521
YDL161W,10.937481989102917
YDL164C,3.587537238183981
YDL165W,9.710117646504763
YDL166C,11.283955365709161
YDL167C,8.868228639044364
YDL168W,23.66412249964552
YDL169C,1.5816980332201385
YDL170W,1.869720320290622
YDL171C,14.374851311282534
YDL173W,13.75471348586461
YDL174C,6.817397292112063
YDL175C,3.907761781981793
YDL176W,2.3990590943950245
YDL177C,5.148692886753069
YDL178W,9.271794710465294
YDL179W,3.032021826374298
YDL180W,4.890719811862359
YDL181W,3.308472463864545
YDL182W,40.85302090672599
YDL183C,0.9552364541906866
YDL184C,1609.4690454025335
YDL185W,17.529361385055658
YDL187C,1.0193914041664325
YDL188C,11.825335034168212
YDL189W,12.362590251246905
YDL190C,3.6562037225055093
YDL191W,207.0850698984366
YDL192W,163.24145300611565
YDL193W,8.997627477312943
YDL194W,0.4375093574517519
YDL195W,8.501027603553274
YDL197C,3.5336831916532594
YDL198C,11.610436390471321
YDL199C,0.6903725082263141
YDL200C,2.9650398693871987
YDL201W,20.157853644101152
YDL202W,8.156667614610473
YDL203C,4.3984638849918785
