,strain,c-mTurq-60 per OD at max local gr
0,Null,
1,POT1-ccdB,-13.126372456040395
2,pCLN2-mTurq-tCLN2,85.45529101296962
3,pCLN2-mTurq-tHSP26,174.22172685595808
4,pCLN2-mTurq-tPAB1,171.44681613991244
5,pCLN2-mTurq-tPGK1,100.86096806312675
6,pCLN2-mTurq-tPMA1_long,32.876714771417966
7,pCLN2-mTurq-tRPS13,105.27558272837838
8,pCLN2-mTurq-tRPS3,148.5945905165878
9,pCLN2-mTurq-tSRO9_long,70.98280585918675
10,pCLN2-mTurq-tSUN4,29.359884931702055
11,pCLN2-mTurq-tTOS6,63.60919609030436
12,pHSP26-mTurq-tCLN2,8834.054153809055
13,pHSP26-mTurq-tHSP26,6778.495835288597
14,pHSP26-mTurq-tPAB1,10378.461047965515
15,pHSP26-mTurq-tPGK1,9444.81723088225
16,pHSP26-mTurq-tPMA1_long,2864.882480897877
17,pHSP26-mTurq-tRPS13,4801.153043968762
18,pHSP26-mTurq-tRPS3,7506.377184419779
19,pHSP26-mTurq-tSRO9_long,7966.482210189374
20,pHSP26-mTurq-tSUN4,3220.260633330188
21,pHSP26-mTurq-tTOS6,7482.423221244693
22,pPGK1-mTurq-tCLN2,6393.903253898508
23,pPGK1-mTurq-tHSP26,6059.686135558168
24,pPGK1-mTurq-tPAB1,18003.76370258202
25,pPGK1-mTurq-tPGK1,7316.184690693483
26,pPGK1-mTurq-tPMA1_long,1081.3572598639046
27,pPGK1-mTurq-tRPS13,5569.985776430603
28,pPGK1-mTurq-tRPS3,6563.940148776193
29,pPGK1-mTurq-tSRO9_long,2757.277333479254
30,pPGK1-mTurq-tSUN4,2432.9591889217018
31,pPGK1-mTurq-tTOS6,4117.4618572244335
32,pRPS13-mTurq-tCLN2,4467.8516568157
33,pRPS13-mTurq-tHSP26,4330.392448910909
34,pRPS13-mTurq-tPAB1,5345.728964281867
35,pRPS13-mTurq-tPGK1,3419.236555580783
36,pRPS13-mTurq-tPMA1_long,908.1459883700106
37,pRPS13-mTurq-tRPS13,3771.5100281685463
38,pRPS13-mTurq-tRPS3,4311.252031582051
39,pRPS13-mTurq-tSRO9_long,2263.8088843995447
40,pRPS13-mTurq-tSUN4,1010.5832033739275
41,pRPS13-mTurq-tTOS6,3306.873985416817
42,pRPS3-mTurq-tCLN2,4181.830454827547
43,pRPS3-mTurq-tHSP26,3875.966679649158
44,pRPS3-mTurq-tPAB1,5741.50752777961
45,pRPS3-mTurq-tPGK1,3592.4073910123493
46,pRPS3-mTurq-tPMA1_long,679.4020298720357
47,pRPS3-mTurq-tRPS13,3525.7975161609684
48,pRPS3-mTurq-tRPS3,4624.181974599402
49,pRPS3-mTurq-tSRO9_long,2326.8033137054244
50,pRPS3-mTurq-tSUN4,971.8883635183852
51,pRPS3-mTurq-tTOS6,1372.2669422665388
52,pSRO9-mTurq-tCLN2,664.4529517411547
53,pSRO9-mTurq-tHSP26,655.8791920301296
54,pSRO9-mTurq-tPAB1,850.8146950640679
55,pSRO9-mTurq-tPGK1,493.24983438296226
56,pSRO9-mTurq-tPMA1_long,106.91207095403895
57,pSRO9-mTurq-tRPS13,953.7371165189172
58,pSRO9-mTurq-tRPS3,803.4965664722091
59,pSRO9-mTurq-tSRO9_long,301.43171776942535
60,pSRO9-mTurq-tSUN4,160.12494843014346
61,pSRO9-mTurq-tTOS6,274.36974698148157
